,club_name,player_name,age,position,club_involved_name,fee,fee_converted,transfer_movement,transfer_period,league_name,year,season
193,1. FC Köln,Tuncay Nadaroglu,22.0,Centre-Back,FV Bad Honnef,£45Th.,0.1026744908265,in,Winter,Bundesliga,1996,1996/1997
194,VfB Stuttgart,Krisztián Lisztes,20.0,Attacking Midfield,Ferencváros,£243Th.,0.5544422504631,in,Winter,Bundesliga,1996,1996/1997
195,SC Freiburg,Michael Sternkopf,26.0,Right Winger,Bor. M'gladbach,£270Th.,0.616046944959,in,Winter,Bundesliga,1996,1996/1997
196,SC Freiburg,Michael Frontzeck,32.0,Left-Back,Man City,£113Th.,0.2578270547421,in,Winter,Bundesliga,1996,1996/1997
197,Hamburger SV,Pawel Wojtala,24.0,Centre-Back,Widzew Lodz,£900Th.,2.05348981653,in,Winter,Bundesliga,1996,1996/1997
198,Hamburger SV,Marek Saganowski,18.0,Striker,LKS Lodz,Loan fee:£338Th.,0.7711995088746,in,Winter,Bundesliga,1996,1996/1997
199,Hamburger SV,Rodolfo Cardoso,27.0,Attacking Midfield,Werder Bremen,Loan fee:£315Th.,0.7187214357855,in,Winter,Bundesliga,1996,1996/1997
200,Fortuna Düsseldorf,Mario Tolkmitt,26.0,Left Winger,Bay. Leverkusen,£180Th.,0.410697963306,in,Winter,Bundesliga,1996,1996/1997
201,Fortuna Düsseldorf,Markus Oberleitner,23.0,Attacking Midfield,Bayern Munich,Loan fee:£79Th.,0.18025077278430002,in,Winter,Bundesliga,1996,1996/1997
202,Fortuna Düsseldorf,Thorsten Walther,24.0,Goalkeeper,VfB Stuttgart,£54Th.,0.12320938899180002,in,Winter,Bundesliga,1996,1996/1997
203,FC Schalke 04,Marco van Hoogdalem,24.0,Centre-Back,Roda JC,£225Th.,0.5133724541325,in,Winter,Bundesliga,1996,1996/1997
204,FC Hansa Rostock,Marko Rehmer,24.0,Right-Back,Union Berlin,£180Th.,0.410697963306,in,Winter,Bundesliga,1996,1996/1997
205,Borussia Mönchengladbach,Martin Dahlin,28.0,Striker,AS Roma,Loan fee:£675Th.,1.5401173623975,in,Winter,Bundesliga,1996,1996/1997
206,SV Werder Bremen,Torsten Frings,20.0,Defensive Midfield,Alem. Aachen,£90Th.,0.205348981653,in,Winter,Bundesliga,1996,1996/1997
207,CD Tenerife,Meho Kodro,29.0,Striker,FC Barcelona,£2.70m,6.16046944959,in,Summer,La Liga,1996,1996/1997
208,Real Oviedo,Toni Velamazán,19.0,Right Winger,FC Barcelona,Loan fee:£270Th.,0.616046944959,in,Summer,La Liga,1996,1996/1997
209,Sporting Gijón,Yuri Nikiforov,25.0,Centre-Back,Spartak Moscow,£1.53m,3.490932688101,in,Summer,La Liga,1996,1996/1997
210,Celta de Vigo,Aleksandr Mostovoy,27.0,Attacking Midfield,R. Strasbourg,£1.80m,4.10697963306,in,Summer,La Liga,1996,1996/1997
211,Celta de Vigo,Haim Revivo,24.0,Attacking Midfield,Maccabi Haifa,£900Th.,2.05348981653,in,Summer,La Liga,1996,1996/1997
212,Deportivo de La Coruña,Rivaldo,24.0,Attacking Midfield,Palmeiras,£10.80m,24.64187779836,in,Summer,La Liga,1996,1996/1997
213,Deportivo de La Coruña,Flávio Conceição,22.0,Central Midfield,Palmeiras,£9.90m,22.58838798183,in,Summer,La Liga,1996,1996/1997
214,Deportivo de La Coruña,Nuno Espírito Santo,22.0,Goalkeeper,Vit. Guimarães,£2.25m,5.133724541325,in,Summer,La Liga,1996,1996/1997
215,Deportivo de La Coruña,Noureddine Naybet,26.0,Centre-Back,Sporting CP,£1.44m,3.285583706448,in,Summer,La Liga,1996,1996/1997
216,RCD Espanyol Barcelona,Nicolas Ouédec,24.0,Striker,FC Nantes,£2.07m,4.723026578019,in,Summer,La Liga,1996,1996/1997
217,Real Sociedad,Darko Kovacevic,22.0,Striker,Sheff Wed,£7.20m,16.42791853224,in,Summer,La Liga,1996,1996/1997
218,Atlético Madrid,Juan Esnáider,23.0,Striker,Real Madrid,£2.16m,4.928375559672,in,Summer,La Liga,1996,1996/1997
219,Atlético Madrid,Radek Bejbl,23.0,Defensive Midfield,Slavia Prague,£810Th.,1.848140834877,in,Summer,La Liga,1996,1996/1997
220,Atlético Madrid,Daniel Prodan,24.0,Centre-Back,Steaua Bukarest,£315Th.,0.7187214357855,in,Summer,La Liga,1996,1996/1997
221,Racing Santander,Vladimir Beschastnykh,22.0,Striker,Werder Bremen,£1.80m,4.10697963306,in,Summer,La Liga,1996,1996/1997
222,Real Madrid,Predrag Mijatović,27.0,Striker,Valencia,£12.60m,28.748857431420003,in,Summer,La Liga,1996,1996/1997
223,Real Madrid,Davor Suker,28.0,Striker,Sevilla FC,£9.90m,22.58838798183,in,Summer,La Liga,1996,1996/1997
224,Real Madrid,Clarence Seedorf,20.0,Central Midfield,Sampdoria,£7.74m,17.660012422158,in,Summer,La Liga,1996,1996/1997
225,Real Madrid,Roberto Carlos,23.0,Left-Back,Inter,£5.40m,12.32093889918,in,Summer,La Liga,1996,1996/1997
226,Real Madrid,Christian Panucci,23.0,Right-Back,Milan,£3.72m,8.487757908324001,in,Summer,La Liga,1996,1996/1997
227,Real Madrid,Bodo Illgner,29.0,Goalkeeper,1. FC Köln,£1.80m,4.10697963306,in,Summer,La Liga,1996,1996/1997
228,Real Madrid,Secretário,26.0,Right-Back,FC Porto,£1.35m,3.080234724795,in,Summer,La Liga,1996,1996/1997
229,Sevilla FC,Vasilios Tsiartas,23.0,Attacking Midfield,AEK Athens,£1.35m,3.080234724795,in,Summer,La Liga,1996,1996/1997
230,Sevilla FC,Mirsad Hibic,22.0,Centre-Back,Hajduk Split,£630Th.,1.437442871571,in,Summer,La Liga,1996,1996/1997
231,Sevilla FC,Salva Ballesta,21.0,Striker,Écija Balompié,£180Th.,0.410697963306,in,Summer,La Liga,1996,1996/1997
232,Sevilla FC,Matías Almeyda,22.0,Defensive Midfield,River Plate,£135Th.,0.3080234724795,in,Summer,La Liga,1996,1996/1997
233,Rayo Vallecano,Pedro Contreras,24.0,Goalkeeper,Real Madrid,Loan fee:£541Th.,1.2343755452697003,in,Summer,La Liga,1996,1996/1997
234,Real Betis Balompié,Finidi George,25.0,Right Winger,Ajax,£9.00m,20.5348981653,in,Summer,La Liga,1996,1996/1997
235,Real Betis Balompié,Virgilio Ferreira,23.0,Striker,Cerro Porteño,£1.62m,3.696281669754,in,Summer,La Liga,1996,1996/1997
236,Real Zaragoza,Vladislav Radimov,20.0,Central Midfield,CSKA Moscow,£2.25m,5.133724541325,in,Summer,La Liga,1996,1996/1997
237,Real Zaragoza,Ander Garitano,27.0,Left Winger,Athletic,£810Th.,1.848140834877,in,Summer,La Liga,1996,1996/1997
238,Real Zaragoza,Kily González,21.0,Left Winger,Boca Juniors,£630Th.,1.437442871571,in,Summer,La Liga,1996,1996/1997
239,FC Barcelona,Ronaldo,19.0,Striker,PSV Eindhoven,£13.50m,30.802347247950003,in,Summer,La Liga,1996,1996/1997
240,FC Barcelona,Vítor Baía,26.0,Goalkeeper,FC Porto,£5.85m,13.347683807445,in,Summer,La Liga,1996,1996/1997
241,FC Barcelona,Giovanni,24.0,Striker,Santos FC,£4.95m,11.294193990915,in,Summer,La Liga,1996,1996/1997
242,FC Barcelona,Fernando Couto,26.0,Centre-Back,AC Parma,£4.95m,11.294193990915,in,Summer,La Liga,1996,1996/1997
243,FC Barcelona,Laurent Blanc,30.0,Centre-Back,AJ Auxerre,£4.14m,9.446053156038,in,Summer,La Liga,1996,1996/1997
244,FC Barcelona,Hristo Stoichkov,30.0,Left Winger,AC Parma,£2.16m,4.928375559672,in,Summer,La Liga,1996,1996/1997
245,Valencia CF,Ariel Ortega,22.0,Attacking Midfield,River Plate,£2.70m,6.16046944959,in,Winter,La Liga,1996,1996/1997
246,Deportivo de La Coruña,Hélder Cristóvão,25.0,Centre-Back,Benfica,£3.69m,8.419308247773,in,Winter,La Liga,1996,1996/1997
247,CF Extremadura (diss.),Carlos Navarro,30.0,Goalkeeper,Boca Juniors,Loan fee:£784Th.,1.7888177957328002,in,Winter,La Liga,1996,1996/1997
248,Racing Santander,Dejan Petkovic,24.0,Attacking Midfield,Real Madrid,£900Th.,2.05348981653,in,Winter,La Liga,1996,1996/1997
249,Real Madrid,Zé Roberto,22.0,Left Winger,Portuguesa,£8.10m,18.48140834877,in,Winter,La Liga,1996,1996/1997
250,Sevilla FC,Robert Prosinecki,27.0,Central Midfield,FC Barcelona,£1.50m,3.4224830275500002,in,Winter,La Liga,1996,1996/1997
251,Sevilla FC,Bebeto,32.0,Striker,Flamengo,£900Th.,2.05348981653,in,Winter,La Liga,1996,1996/1997
252,Rayo Vallecano,Horacio Ameli,22.0,Centre-Back,CA Colón,£360Th.,0.821395926612,in,Winter,La Liga,1996,1996/1997
253,Juventus FC,Filippo Inzaghi,23.0,Striker,Atalanta,£10.69m,23.866412698273997,in,Summer,Serie A,1997,1997/1998
254,Juventus FC,Fabio Pecchia,23.0,Right Winger,SSC Napoli,£4.65m,10.381554634890001,in,Summer,Serie A,1997,1997/1998
255,Juventus FC,Alessandro Birindelli,22.0,Right-Back,FC Empoli,£2.52m,5.626132834392,in,Summer,Serie A,1997,1997/1998
256,Juventus FC,Marcelo Zalayeta,18.0,Striker,Peñarol,£2.32m,5.179614355471999,in,Summer,Serie A,1997,1997/1998
257,Juventus FC,Morgan De Sanctis,20.0,Goalkeeper,Pescara,£675Th.,1.506999866355,in,Summer,Serie A,1997,1997/1998
258,SSC Napoli,José Luis Calderón,26.0,Striker,Independiente,£3.49m,7.791747457154,in,Summer,Serie A,1997,1997/1998
259,Vicenza Calcio,Francesco Coco,20.0,Left-Back,Milan,Loan fee:£675Th.,1.506999866355,in,Summer,Serie A,1997,1997/1998
260,Piacenza FC,Renato Buso,27.0,Right Winger,Lazio,£698Th.,1.5583494914308,in,Summer,Serie A,1997,1997/1998
261,UC Sampdoria,Ángel Morales,22.0,Attacking Midfield,Independiente,£3.60m,8.03733262056,in,Summer,Serie A,1997,1997/1998
262,Bologna FC 1909,Roberto Baggio,30.0,Second Striker,Milan,£1.62m,3.6167996792520003,in,Summer,Serie A,1997,1997/1998
263,Milan AC,Ibrahim Bá,23.0,Right Winger,G. Bordeaux,£10.80m,24.11199786168,in,Summer,Serie A,1997,1997/1998
264,Milan AC,Leonardo,27.0,Attacking Midfield,Paris SG,£7.65m,17.07933181869,in,Summer,Serie A,1997,1997/1998
265,Milan AC,Christian Ziege,25.0,Left Winger,Bayern Munich,£4.61m,10.292250939106001,in,Summer,Serie A,1997,1997/1998
266,Milan AC,Andreas Andersson,23.0,Striker,IFK Göteborg,£3.15m,7.032666042990001,in,Summer,Serie A,1997,1997/1998
267,Milan AC,André Cruz,28.0,Centre-Back,SSC Napoli,£2.70m,6.02799946542,in,Summer,Serie A,1997,1997/1998
268,Milan AC,Patrick Kluivert,21.0,Striker,Ajax,£1.80m,4.01866631028,in,Summer,Serie A,1997,1997/1998
269,Milan AC,Steinar Nilsen,25.0,Centre-Back,Tromsø IL,£900Th.,2.00933315514,in,Summer,Serie A,1997,1997/1998
270,Milan AC,Dario Smoje,18.0,Centre-Back,HNK Rijeka,£720Th.,1.607466524112,in,Summer,Serie A,1997,1997/1998
271,Milan AC,Massimo Taibi,27.0,Goalkeeper,Piacenza,£585Th.,1.306066550841,in,Summer,Serie A,1997,1997/1998
272,AC Fiorentina,Domenico Morfeo,21.0,Attacking Midfield,Atalanta,£6.93m,15.471865294577999,in,Summer,Serie A,1997,1997/1998
273,AC Fiorentina,Stefano Bettarini,25.0,Left-Back,Cagliari Calcio,£1.35m,3.01399973271,in,Summer,Serie A,1997,1997/1998
274,Udinese Calcio,Johan Walem,25.0,Left Winger,RSC Anderlecht,£4.05m,9.04199919813,in,Summer,Serie A,1997,1997/1998
275,SS Lazio,Vladimir Jugovic,27.0,Left Winger,Juventus,£3.60m,8.03733262056,in,Summer,Serie A,1997,1997/1998
276,SS Lazio,Roberto Mancini,32.0,Second Striker,Sampdoria,£3.60m,8.03733262056,in,Summer,Serie A,1997,1997/1998
277,SS Lazio,Giuseppe Pancaro,25.0,Right-Back,Cagliari Calcio,£1.08m,2.4111997861680003,in,Summer,Serie A,1997,1997/1998
278,SS Lazio,Alen Boksic,27.0,Striker,Juventus,£990Th.,2.210266470654,in,Summer,Serie A,1997,1997/1998
279,SS Lazio,Marco Ballotta,33.0,Goalkeeper,Reggiana,£900Th.,2.00933315514,in,Summer,Serie A,1997,1997/1998
280,SS Lazio,Matías Almeyda,23.0,Defensive Midfield,Sevilla FC,£765Th.,1.707933181869,in,Summer,Serie A,1997,1997/1998
281,AC Parma,Jesper Blomqvist,23.0,Left Winger,Milan,£4.50m,10.0466657757,in,Summer,Serie A,1997,1997/1998
282,AC Parma,Adaílton,20.0,Second Striker,Guarani,£1.35m,3.01399973271,in,Summer,Serie A,1997,1997/1998
283,AC Parma,Matteo Guardalben,23.0,Goalkeeper,Hellas Verona,£900Th.,2.00933315514,in,Summer,Serie A,1997,1997/1998
284,AC Parma,Stefano Fiore,22.0,Attacking Midfield,Chievo Verona,£900Th.,2.00933315514,in,Summer,Serie A,1997,1997/1998
285,AC Parma,Mauro Milanese,25.0,Left-Back,SSC Napoli,£540Th.,1.2055998930840002,in,Summer,Serie A,1997,1997/1998
286,AC Parma,Federico Giunti,25.0,Defensive Midfield,Perugia,£360Th.,0.803733262056,in,Summer,Serie A,1997,1997/1998
287,FC Internazionale,Ronaldo,20.0,Striker,FC Barcelona,£25.20m,56.261328343920006,in,Summer,Serie A,1997,1997/1998
288,FC Internazionale,Álvaro Recoba,21.0,Second Striker,Nacional,£15.30m,34.15866363738,in,Summer,Serie A,1997,1997/1998
289,FC Internazionale,Zé Elias,20.0,Central Midfield,Bay. Leverkusen,£5.04m,11.252265668784,in,Summer,Serie A,1997,1997/1998
290,FC Internazionale,Benoît Cauet,28.0,Central Midfield,Paris SG,£3.60m,8.03733262056,in,Summer,Serie A,1997,1997/1998
291,FC Internazionale,Taribo West,23.0,Left-Back,AJ Auxerre,£2.70m,6.02799946542,in,Summer,Serie A,1997,1997/1998
292,FC Internazionale,Luigi Sartor,22.0,Right-Back,Vicenza,£1.80m,4.01866631028,in,Summer,Serie A,1997,1997/1998
293,AS Roma,Cafú,27.0,Right-Back,Palmeiras,£6.84m,15.270931979064,in,Summer,Serie A,1997,1997/1998
294,AS Roma,Vágner,24.0,Defensive Midfield,Santos FC,£4.50m,10.0466657757,in,Summer,Serie A,1997,1997/1998
295,AS Roma,César Gómez,29.0,Centre-Back,CD Tenerife,£3.15m,7.032666042990001,in,Summer,Serie A,1997,1997/1998
296,AS Roma,Paulo Sérgio,28.0,Left Winger,Bay. Leverkusen,£3.15m,7.032666042990001,in,Summer,Serie A,1997,1997/1998
297,AS Roma,Antonio Chimenti,27.0,Goalkeeper,Salernitana,£1.39m,3.103303428494,in,Summer,Serie A,1997,1997/1998
298,AS Roma,Giorgio Lucenti,21.0,Right-Back,US Palermo,£900Th.,2.00933315514,in,Summer,Serie A,1997,1997/1998
299,AS Roma,Iván Helguera,22.0,Centre-Back,Albacete,£180Th.,0.401866631028,in,Summer,Serie A,1997,1997/1998
300,Brescia Calcio,Tal Banin,26.0,Defensive Midfield,Hapoel Haifa,£531Th.,1.1855065615326,in,Summer,Serie A,1997,1997/1998
301,Juventus FC,Edgar Davids,24.0,Central Midfield,Milan,£7.20m,16.07466524112,in,Winter,Serie A,1997,1997/1998
302,Juventus FC,Marcelo Zalayeta,18.0,Striker,Peñarol,£2.32m,5.179614355471999,in,Winter,Serie A,1997,1997/1998
303,Piacenza FC,Renato Buso,27.0,Right Winger,Lazio,£698Th.,1.5583494914308,in,Winter,Serie A,1997,1997/1998
304,UC Sampdoria,Giuseppe Signori,29.0,Striker,Lazio,£360Th.,0.803733262056,in,Winter,Serie A,1997,1997/1998
305,FC Empoli,Giorgio Lucenti,22.0,Right-Back,AS Roma,£720Th.,1.607466524112,in,Winter,Serie A,1997,1997/1998
306,Milan AC,Maurizio Ganz,29.0,Striker,Inter,£450Th.,1.00466657757,in,Winter,Serie A,1997,1997/1998
307,FC Internazionale,Paulo Sousa,27.0,Central Midfield,Bor. Dortmund,£6.84m,15.270931979064,in,Winter,Serie A,1997,1997/1998
308,FC Internazionale,Mauro Milanese,26.0,Left-Back,AC Parma,£3.60m,8.03733262056,in,Winter,Serie A,1997,1997/1998
309,FC Internazionale,Francesco Colonnese,26.0,Centre-Back,AS Roma,£1.35m,3.01399973271,in,Winter,Serie A,1997,1997/1998
310,Leeds United,David Hopkin,26.0,Right Winger,Crystal Palace,£4.41m,9.845732460186001,in,Summer,Premier League,1997,1997/1998
311,Leeds United,Jimmy Floyd Hasselbaink,25.0,Striker,Boavista,£2.50m,5.5814809865,in,Summer,Premier League,1997,1997/1998
312,Leeds United,Alf-Inge Haaland,24.0,Defensive Midfield,Nottm Forest,£2.16m,4.822399572336001,in,Summer,Premier League,1997,1997/1998
313,Leeds United,Danny Granville,22.0,Left-Back,Chelsea,£1.98m,4.420532941308,in,Summer,Premier League,1997,1997/1998
314,Leeds United,David Robertson,28.0,Left-Back,Rangers,£675Th.,1.506999866355,in,Summer,Premier League,1997,1997/1998
315,Leeds United,Bruno Ribeiro,21.0,Left Winger,Vitória Setúbal,£630Th.,1.406533208598,in,Summer,Premier League,1997,1997/1998
316,Sheffield Wednesday,Jim Magilton,28.0,Right Winger,Southampton,£1.71m,3.817732994766,in,Summer,Premier League,1997,1997/1998
317,Sheffield Wednesday,Goce Sedloski,23.0,Centre-Back,Hajduk Split,£1.35m,3.01399973271,in,Summer,Premier League,1997,1997/1998
318,Sheffield Wednesday,Mark McKeever,18.0,Central Midfield,Peterborough,£675Th.,1.506999866355,in,Summer,Premier League,1997,1997/1998
319,Leicester City,Theodoros Zagorakis,25.0,Central Midfield,PAOK Salonika,£1.08m,2.4111997861680003,in,Summer,Premier League,1997,1997/1998
320,Leicester City,Tony Cottee,32.0,Striker,FA Selangor,£675Th.,1.506999866355,in,Summer,Premier League,1997,1997/1998
321,Leicester City,Robbie Savage,22.0,Central Midfield,Crewe Alexandra,£540Th.,1.2055998930840002,in,Summer,Premier League,1997,1997/1998
322,Wimbledon FC,Mark Kennedy,21.0,Left-Back,Liverpool,£2.16m,4.822399572336001,in,Summer,Premier League,1997,1997/1998
323,Wimbledon FC,Ceri Hughes,26.0,Central Midfield,Luton,£405Th.,0.9041999198130001,in,Summer,Premier League,1997,1997/1998
324,Coventry City,Trond Soltvedt,30.0,Attacking Midfield,Rosenborg BK,£675Th.,1.506999866355,in,Summer,Premier League,1997,1997/1998
325,Coventry City,Roland Nilsson,33.0,Right-Back,Helsingborg,£225Th.,0.502333288785,in,Summer,Premier League,1997,1997/1998
326,Manchester United,Henning Berg,27.0,Right-Back,Blackburn,£6.75m,15.06999866355,in,Summer,Premier League,1997,1997/1998
327,Manchester United,Teddy Sheringham,31.0,Striker,Spurs,£4.77m,10.649465722241999,in,Summer,Premier League,1997,1997/1998
328,Crystal Palace,Neil Emblen,26.0,Defensive Midfield,Wolves,£2.25m,5.02333288785,in,Summer,Premier League,1997,1997/1998
329,Crystal Palace,Kevin Miller,28.0,Goalkeeper,Watford,£1.80m,4.01866631028,in,Summer,Premier League,1997,1997/1998
330,Crystal Palace,Jamie Smith,23.0,Right-Back,Wolves,£1.35m,3.01399973271,in,Summer,Premier League,1997,1997/1998
331,Newcastle United,Gary Speed,27.0,Left Winger,Everton,£7.43m,16.588161491878,in,Summer,Premier League,1997,1997/1998
332,Newcastle United,Alessandro Pistone,21.0,Left-Back,Inter,£5.85m,13.06066550841,in,Summer,Premier League,1997,1997/1998
333,Newcastle United,Jon Dahl Tomasson,20.0,Striker,Heerenveen,£3.51m,7.836399305045999,in,Summer,Premier League,1997,1997/1998
334,Newcastle United,Derrick Hamilton,20.0,Central Midfield,Bradford,£2.70m,6.02799946542,in,Summer,Premier League,1997,1997/1998
335,Newcastle United,Shay Given,21.0,Goalkeeper,Blackburn,£2.03m,4.532162561038,in,Summer,Premier League,1997,1997/1998
336,Newcastle United,Brian Pinas,18.0,Left Winger,Feyenoord U19,£360Th.,0.803733262056,in,Summer,Premier League,1997,1997/1998
337,Chelsea FC,Graeme Le Saux,28.0,Left-Back,Blackburn,£9.45m,21.09799812897,in,Summer,Premier League,1997,1997/1998
338,Chelsea FC,Celestine Babayaro,18.0,Left-Back,RSC Anderlecht,£3.15m,7.032666042990001,in,Summer,Premier League,1997,1997/1998
339,Chelsea FC,Ed de Goey,30.0,Goalkeeper,Feyenoord,£3.02m,6.742429031692,in,Summer,Premier League,1997,1997/1998
340,Aston Villa,Stan Collymore,26.0,Striker,Liverpool,£9.45m,21.09799812897,in,Summer,Premier League,1997,1997/1998
341,Arsenal FC,Marc Overmars,24.0,Left Winger,Ajax,£6.75m,15.06999866355,in,Summer,Premier League,1997,1997/1998
342,Arsenal FC,Gilles Grimandi,26.0,Defensive Midfield,Monaco,£3.38m,7.546162293748,in,Summer,Premier League,1997,1997/1998
343,Arsenal FC,Emmanuel Petit,26.0,Defensive Midfield,Monaco,£3.38m,7.546162293748,in,Summer,Premier League,1997,1997/1998
344,Arsenal FC,Matthew Upson,18.0,Centre-Back,Luton,£2.52m,5.626132834392,in,Summer,Premier League,1997,1997/1998
345,Arsenal FC,Luís Boa Morte,19.0,Left Winger,Sporting CP,£2.16m,4.822399572336001,in,Summer,Premier League,1997,1997/1998
346,Arsenal FC,Alexander Manninger,20.0,Goalkeeper,Grazer AK,£1.31m,2.924696036926,in,Summer,Premier League,1997,1997/1998
347,Arsenal FC,Alberto Méndez,22.0,Attacking Midfield,1.SC Feucht,£338Th.,0.7546162293748,in,Summer,Premier League,1997,1997/1998
348,West Ham United,Ian Pearce,23.0,Centre-Back,Blackburn,£3.24m,7.233599358504001,in,Summer,Premier League,1997,1997/1998
349,West Ham United,Eyal Berkovic,25.0,Attacking Midfield,Maccabi Haifa,£2.43m,5.425199518878,in,Summer,Premier League,1997,1997/1998
350,West Ham United,Andy Impey,25.0,Defensive Midfield,QPR,£1.51m,3.371214515846,in,Summer,Premier League,1997,1997/1998
351,West Ham United,Craig Forrest,29.0,Goalkeeper,Ipswich,£675Th.,1.506999866355,in,Summer,Premier League,1997,1997/1998
352,West Ham United,Samassi Abou,24.0,Striker,Cannes,£338Th.,0.7546162293748,in,Summer,Premier League,1997,1997/1998
353,Bolton Wanderers,Dean Holdsworth,28.0,Striker,Wimbledon FC,£4.38m,9.778754688348,in,Summer,Premier League,1997,1997/1998
354,Bolton Wanderers,Robbie Elliott,23.0,Left-Back,Newcastle,£3.13m,6.988014195098,in,Summer,Premier League,1997,1997/1998
355,Bolton Wanderers,Mark Fish,23.0,Centre-Back,Lazio,£2.09m,4.666118104713999,in,Summer,Premier League,1997,1997/1998
356,Bolton Wanderers,Neil Cox,25.0,Centre-Back,Middlesbrough,£1.80m,4.01866631028,in,Summer,Premier League,1997,1997/1998
357,Bolton Wanderers,Peter Beardsley,36.0,Second Striker,Newcastle,£450Th.,1.00466657757,in,Summer,Premier League,1997,1997/1998
358,Bolton Wanderers,Arnar Gunnlaugsson,24.0,Right Winger,ÍA Akranes,£126Th.,0.2813066417196,in,Summer,Premier League,1997,1997/1998
359,Barnsley FC,Ashley Ward,26.0,Striker,Derby,£1.63m,3.6391256031979995,in,Summer,Premier League,1997,1997/1998
360,Barnsley FC,Darren Barnard,25.0,Left-Back,Bristol City,£810Th.,1.8083998396260001,in,Summer,Premier League,1997,1997/1998
361,Barnsley FC,Lars Leese,27.0,Goalkeeper,Bay. Leverkusen,£338Th.,0.7546162293748,in,Summer,Premier League,1997,1997/1998
362,Southampton FC,David Hirst,29.0,Striker,Sheff Wed,£2.25m,5.02333288785,in,Summer,Premier League,1997,1997/1998
363,Southampton FC,Paul Jones,30.0,Goalkeeper,Stockport,£1.22m,2.723762721412,in,Summer,Premier League,1997,1997/1998
364,Southampton FC,Carlton Palmer,31.0,Defensive Midfield,Leeds,£1.08m,2.4111997861680003,in,Summer,Premier League,1997,1997/1998
365,Southampton FC,Kevin Davies,20.0,Striker,Chesterfield FC,£1.01m,2.2549183185460002,in,Summer,Premier League,1997,1997/1998
366,Southampton FC,Lee Todd,25.0,Left-Back,Stockport,£990Th.,2.210266470654,in,Summer,Premier League,1997,1997/1998
