,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
6852,2013,Ukraine,"political behavior, process",,5000.0,PF,1
6853,2013,Ukraine,"political behavior, process",,10000.0,PF,1
6854,2013,Ukraine,"political behavior, process",removal of politician,350000.0,PF,1
6855,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6857,2014,Ukraine,"political behavior, process",police brutality,50000.0,PF,1
6859,2014,Ukraine,"political behavior, process",,200000.0,PF,1
6865,2014,Ukraine,"political behavior, process",,2000.0,PF,1
6871,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6873,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6874,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6876,2014,Ukraine,"political behavior, process",,1500.0,PF,1
6878,2014,Ukraine,"political behavior, process",,2000.0,PF,1
6879,2014,Ukraine,"political behavior, process",,5000.0,PF,1
6887,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6890,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6891,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6892,2014,Ukraine,"political behavior, process",,5000.0,PF,1
6893,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6896,2014,Ukraine,"political behavior, process",,10000.0,PF,1
6897,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6898,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6900,2014,Ukraine,"political behavior, process",,3000.0,PF,1
6901,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6902,2014,Ukraine,"political behavior, process",,5000.0,PF,1
6907,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6908,2014,Ukraine,"political behavior, process",,5000.0,PF,1
6916,2014,Ukraine,"political behavior, process",,2000.0,PF,1
6917,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6918,2014,Ukraine,removal of politician,,1000.0,PF,1
6921,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6928,2014,Ukraine,"political behavior, process",,2000.0,PF,1
6931,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6941,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6942,2014,Ukraine,"political behavior, process",,20000.0,PF,1
6943,2014,Ukraine,"political behavior, process",,1000.0,PF,1
6950,2017,Ukraine,"political behavior, process",,5000.0,PF,1
6952,2017,Ukraine,removal of politician,,5000.0,PF,1
6953,1994,Belarus,removal of politician,"political behavior, process",1000.0,PF,1
6954,1994,Belarus,"political behavior, process",,1000.0,PF,1
6956,1995,Belarus,"political behavior, process",removal of politician,30000.0,PF,1
6957,1995,Belarus,"political behavior, process",removal of politician,30000.0,PF,1
6958,1995,Belarus,"political behavior, process",,7000.0,PF,1
6959,1996,Belarus,"political behavior, process",,15000.0,NF,1
6960,1996,Belarus,"political behavior, process",,20000.0,NF,1
6961,1996,Belarus,"political behavior, process",,50000.0,NF,1
6962,1996,Belarus,"political behavior, process",,20000.0,NF,1
6963,1996,Belarus,removal of politician,,7000.0,NF,1
6964,1996,Belarus,removal of politician,"political behavior, process",1000.0,NF,1
6966,1996,Belarus,"political behavior, process",,5000.0,NF,1
6969,1997,Belarus,removal of politician,"political behavior, process",3000.0,NF,1
6970,1997,Belarus,removal of politician,"political behavior, process",10000.0,NF,1
6972,1997,Belarus,"political behavior, process",,10000.0,NF,1
6973,1997,Belarus,"political behavior, process",,4000.0,NF,1
6975,1998,Belarus,"political behavior, process",removal of politician,10000.0,NF,1
6976,1999,Belarus,removal of politician,"political behavior, process",5000.0,NF,1
6977,1999,Belarus,"political behavior, process",,4000.0,NF,1
6978,1999,Belarus,removal of politician,"political behavior, process",20000.0,NF,1
6979,1999,Belarus,"political behavior, process",removal of politician,2000.0,NF,1
6980,2000,Belarus,"price increases, tax policy",,1000.0,NF,1
6981,2000,Belarus,"political behavior, process",,20000.0,NF,1
6982,2000,Belarus,"political behavior, process",,1000.0,NF,1
6983,2000,Belarus,"political behavior, process",removal of politician,7000.0,NF,1
6985,2000,Belarus,"political behavior, process",removal of politician,4000.0,NF,1
6987,2001,Belarus,"political behavior, process",,1000.0,NF,1
6988,2002,Belarus,"political behavior, process",,1000.0,NF,1
6995,2004,Belarus,"political behavior, process",,1000.0,NF,1
6996,2005,Belarus,"political behavior, process",,1000.0,NF,1
6999,2006,Belarus,"political behavior, process",,10000.0,NF,1
7000,2006,Belarus,"political behavior, process",,6000.0,NF,1
7001,2007,Belarus,"political behavior, process",,10000.0,NF,1
7002,2008,Belarus,"price increases, tax policy",,3000.0,NF,1
7003,2008,Belarus,"political behavior, process",,2000.0,NF,1
7005,2009,Belarus,"political behavior, process",,4000.0,NF,1
7006,2010,Belarus,"political behavior, process",removal of politician,10000.0,NF,1
7008,2011,Belarus,"political behavior, process","price increases, tax policy",1000.0,NF,1
7009,2011,Belarus,"political behavior, process","price increases, tax policy",1000.0,NF,1
7013,2017,Belarus,"price increases, tax policy",,2000.0,NF,1
7017,2017,Belarus,"price increases, tax policy","political behavior, process",2000.0,NF,1
7021,1990,Armenia,"political behavior, process",,150000.0,-,1
7022,1991,Armenia,removal of politician,,10000.0,PF,1
7023,1992,Armenia,"price increases, tax policy",,400000.0,PF,1
7024,1993,Armenia,removal of politician,,100000.0,PF,1
7025,1994,Armenia,"political behavior, process",,20000.0,PF,1
7026,1994,Armenia,"price increases, tax policy",,50000.0,PF,1
7027,1994,Armenia,removal of politician,,6000.0,PF,1
7028,1994,Armenia,removal of politician,,15000.0,PF,1
7029,1994,Armenia,removal of politician,,50000.0,PF,1
7030,1995,Armenia,"political behavior, process",,2000.0,PF,1
7031,1995,Armenia,removal of politician,,25000.0,PF,1
7032,1995,Armenia,"political behavior, process",,10000.0,PF,1
7033,1995,Armenia,"political behavior, process",,15000.0,PF,1
7034,1995,Armenia,"political behavior, process",,15000.0,PF,1
7035,1996,Armenia,"political behavior, process",,100000.0,PF,1
7036,1996,Armenia,"political behavior, process",,100000.0,PF,1
7037,1997,Armenia,removal of politician,,10000.0,PF,1
7038,1997,Armenia,"political behavior, process",,5000.0,PF,1
7039,1997,Armenia,labor wage dispute,,15000.0,PF,1
7040,1997,Armenia,"political behavior, process",,20000.0,PF,1
7041,1997,Armenia,"political behavior, process",,15000.0,PF,1
7047,2000,Armenia,"political behavior, process",,12000.0,PF,1
7049,2000,Armenia,removal of politician,,1000.0,PF,1
7051,2000,Armenia,removal of politician,,7000.0,PF,1
7052,2001,Armenia,removal of politician,,3000.0,PF,1
7053,2001,Armenia,removal of politician,,12000.0,PF,1
7054,2002,Armenia,"political behavior, process",,10000.0,PF,1
7055,2002,Armenia,"political behavior, process",,4000.0,PF,1
7056,2002,Armenia,"political behavior, process",,5000.0,PF,1
7057,2002,Armenia,removal of politician,,5000.0,PF,1
7058,2002,Armenia,removal of politician,,1000.0,PF,1
7059,2003,Armenia,"political behavior, process",,25000.0,PF,1
7060,2003,Armenia,"political behavior, process",,1000.0,PF,1
7061,2004,Armenia,removal of politician,,2000.0,PF,1
7062,2004,Armenia,removal of politician,,8000.0,PF,1
7063,2004,Armenia,police brutality,,1000.0,PF,1
7067,2005,Armenia,police brutality,,1000.0,PF,1
7069,2005,Armenia,"political behavior, process",,5000.0,PF,1
7070,2005,Armenia,"political behavior, process",,8000.0,PF,1
7074,2007,Armenia,social restrictions,,1000.0,PF,1
7075,2007,Armenia,"political behavior, process",,1000.0,PF,1
7076,2007,Armenia,"political behavior, process",,12000.0,PF,1
7077,2008,Armenia,"political behavior, process",,70000.0,PF,1
7079,2008,Armenia,police brutality,,1000.0,PF,1
7080,2008,Armenia,police brutality,,20000.0,PF,1
7081,2008,Armenia,"political behavior, process",,20000.0,PF,1
7084,2009,Armenia,police brutality,,25000.0,PF,1
7085,2010,Armenia,"political behavior, process",,1000.0,PF,1
7086,2010,Armenia,police brutality,,3000.0,PF,1
7087,2010,Armenia,removal of politician,,1000.0,PF,1
7091,2011,Armenia,"political behavior, process",labor wage dispute,9000.0,PF,1
7092,2013,Armenia,"political behavior, process",,5000.0,PF,1
7093,2013,Armenia,"political behavior, process",,12000.0,PF,1
7094,2013,Armenia,"political behavior, process",,3000.0,PF,1
7099,2015,Armenia,removal of politician,,5000.0,PF,1
7100,2015,Armenia,"political behavior, process",,4000.0,PF,1
7101,2016,Armenia,"political behavior, process",,1500.0,PF,1
7102,2016,Armenia,"political behavior, process",,1000.0,PF,1
7103,2016,Armenia,"political behavior, process",,1000.0,PF,1
7104,2016,Armenia,"political behavior, process",,1000.0,PF,1
7105,2018,Armenia,"political behavior, process",removal of politician,1000.0,PF,1
7107,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7108,2018,Armenia,"political behavior, process",removal of politician,40000.0,PF,1
7109,2018,Armenia,"political behavior, process",removal of politician,15000.0,PF,1
7110,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7111,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7112,2018,Armenia,"political behavior, process",removal of politician,50000.0,PF,1
7113,2018,Armenia,"political behavior, process",removal of politician,1000.0,PF,1
7114,2018,Armenia,"political behavior, process",removal of politician,1000.0,PF,1
7115,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7116,2018,Armenia,"political behavior, process",removal of politician,1000.0,PF,1
7117,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7118,2018,Armenia,"political behavior, process",removal of politician,5000.0,PF,1
7119,2018,Armenia,"political behavior, process",removal of politician,30000.0,PF,1
7120,2018,Armenia,"political behavior, process",removal of politician,10000.0,PF,1
7122,2018,Armenia,"political behavior, process",,1000.0,PF,1
7123,2019,Armenia,police brutality,,10000.0,PF,1
7124,1990,Georgia,"political behavior, process",,100000.0,-,1
7126,1991,Georgia,removal of politician,,5000.0,NF,1
7127,1991,Georgia,"political behavior, process",removal of politician,1000.0,NF,1
7128,1991,Georgia,removal of politician,,10000.0,NF,1
7129,1991,Georgia,"political behavior, process",,1000.0,NF,1
7130,1991,Georgia,removal of politician,,10000.0,NF,1
7131,1992,Georgia,"political behavior, process",,3000.0,PF,1
7133,1992,Georgia,"political behavior, process",,1500.0,PF,1
7134,1992,Georgia,"political behavior, process",,4000.0,PF,1
7135,1992,Georgia,"political behavior, process",,1000.0,PF,1
7136,1992,Georgia,"political behavior, process",,1000.0,PF,1
7137,1994,Georgia,"political behavior, process",,1000.0,PF,1
7139,1994,Georgia,"political behavior, process",,5000.0,PF,1
7140,1995,Georgia,"political behavior, process",,2000.0,PF,1
7144,1996,Georgia,"political behavior, process",,10000.0,PF,1
7145,1996,Georgia,"political behavior, process",,3000.0,PF,1
7146,1997,Georgia,"political behavior, process",,2000.0,PF,1
7150,2001,Georgia,"political behavior, process",,5000.0,PF,1
7151,2003,Georgia,"political behavior, process",,1000.0,PF,1
7152,2003,Georgia,"political behavior, process",,20000.0,PF,1
7153,2003,Georgia,removal of politician,,10000.0,PF,1
7155,2004,Georgia,"political behavior, process",,1000.0,PF,1
7158,2007,Georgia,police brutality,,15000.0,PF,1
7159,2007,Georgia,"political behavior, process",,10000.0,PF,1
7160,2007,Georgia,"political behavior, process",,1000.0,PF,1
7161,2008,Georgia,"political behavior, process",,1000.0,PF,1
7162,2009,Georgia,removal of politician,,10000.0,PF,1
7164,2009,Georgia,police brutality,,3000.0,PF,1
7165,2011,Georgia,removal of politician,,10000.0,PF,1
7166,2011,Georgia,removal of politician,,2000.0,PF,1
7167,2012,Georgia,police brutality,,1000.0,PF,1
7172,2014,Georgia,removal of politician,,1000.0,PF,1
7174,2016,Georgia,"political behavior, process",,1000.0,PF,1
7175,2016,Georgia,"political behavior, process",removal of politician,1000.0,PF,1
7177,2016,Georgia,removal of politician,,1000.0,PF,1
7179,2018,Georgia,social restrictions,,1000.0,PF,1
7180,2018,Georgia,removal of politician,,1000.0,PF,1
7181,1991,Azerbaijan,"political behavior, process",,100000.0,PF,1
7182,1991,Azerbaijan,"political behavior, process",,10000.0,PF,1
7183,1991,Azerbaijan,removal of politician,,10000.0,PF,1
7184,1992,Azerbaijan,removal of politician,,5000.0,PF,1
7185,1992,Azerbaijan,"political behavior, process",,30000.0,PF,1
7188,1993,Azerbaijan,"political behavior, process",,70000.0,NF,1
7189,1993,Azerbaijan,"political behavior, process",,2000.0,NF,1
7190,1993,Azerbaijan,"political behavior, process",,5000.0,NF,1
7191,1993,Azerbaijan,"political behavior, process",,5000.0,NF,1
7203,1998,Azerbaijan,"political behavior, process",,20000.0,PF,1
7205,1998,Azerbaijan,"political behavior, process",,30000.0,PF,1
7206,1998,Azerbaijan,"political behavior, process",,3000.0,PF,1
7207,1998,Azerbaijan,"political behavior, process",,3000.0,PF,1
7225,2000,Azerbaijan,"political behavior, process",,2000.0,PF,1
7227,2000,Azerbaijan,removal of politician,,30000.0,PF,1
7228,2000,Azerbaijan,"political behavior, process",,1000.0,PF,1
7232,2002,Azerbaijan,removal of politician,,1000.0,PF,1
7234,2002,Azerbaijan,"political behavior, process",,2000.0,PF,1
7235,2002,Azerbaijan,removal of politician,,2000.0,PF,1
7240,2002,Azerbaijan,removal of politician,,1500.0,PF,1
7241,2002,Azerbaijan,"political behavior, process",,1000.0,PF,1
7242,2002,Azerbaijan,"political behavior, process",,3000.0,PF,1
7243,2002,Azerbaijan,"political behavior, process",,1000.0,PF,1
7244,2002,Azerbaijan,social restrictions,,3000.0,PF,1
7245,2002,Azerbaijan,"political behavior, process",,10000.0,PF,1
7246,2002,Azerbaijan,"political behavior, process",,1000.0,PF,1
7247,2002,Azerbaijan,"political behavior, process",,1000.0,PF,1
7248,2002,Azerbaijan,removal of politician,,10000.0,PF,1
7249,2002,Azerbaijan,removal of politician,,6000.0,PF,1
7251,2002,Azerbaijan,"political behavior, process",,1000.0,PF,1
7252,2003,Azerbaijan,removal of politician,,4000.0,NF,1
7253,2003,Azerbaijan,removal of politician,,10000.0,NF,1
7254,2003,Azerbaijan,removal of politician,,25000.0,NF,1
7258,2003,Azerbaijan,"political behavior, process",,10000.0,NF,1
7259,2003,Azerbaijan,"political behavior, process",,50000.0,NF,1
7260,2003,Azerbaijan,"political behavior, process",,3000.0,NF,1
7263,2005,Azerbaijan,"political behavior, process",,2600.0,NF,1
7264,2005,Azerbaijan,"political behavior, process",,2000.0,NF,1
7265,2005,Azerbaijan,"political behavior, process",,35000.0,NF,1
7268,2005,Azerbaijan,"political behavior, process",,3000.0,NF,1
7269,2005,Azerbaijan,"political behavior, process",,40000.0,NF,1
7270,2005,Azerbaijan,"political behavior, process",,1500.0,NF,1
7271,2005,Azerbaijan,"political behavior, process",,1000.0,NF,1
7273,2006,Azerbaijan,police brutality,,1000.0,NF,1
7294,2011,Azerbaijan,"political behavior, process",,1000.0,NF,1
7296,2012,Azerbaijan,removal of politician,,1000.0,NF,1
7298,2013,Azerbaijan,"political behavior, process",,1000.0,NF,1
7300,2013,Azerbaijan,"political behavior, process",,10000.0,NF,1
7301,2013,Azerbaijan,"political behavior, process",,3000.0,NF,1
7303,2016,Azerbaijan,"political behavior, process",,2500.0,NF,1
7306,1992,Finland,"political behavior, process",,2000.0,F,1
7309,2000,Finland,labor wage dispute,,1000.0,F,1
7311,2015,Finland,"political behavior, process",labor wage dispute,30000.0,F,1
7315,2016,Finland,"political behavior, process",,10000.0,F,1
7317,2018,Finland,"political behavior, process",social restrictions,2000.0,F,1
7318,1992,Sweden,"price increases, tax policy","political behavior, process",10000.0,F,1
7323,2010,Sweden,social restrictions,,1000.0,F,1
7326,2016,Sweden,"political behavior, process",,1000.0,F,1
7331,2019,Sweden,"political behavior, process",,1000.0,F,1
7332,2019,Sweden,"political behavior, process",,1000.0,F,1
7333,2019,Sweden,"political behavior, process",,1000.0,F,1
7334,1992,Norway,labor wage dispute,,1000.0,F,1
7335,1999,Norway,labor wage dispute,,22000.0,F,1
7338,2001,Norway,"political behavior, process",,20000.0,F,1
7347,2009,Denmark,"political behavior, process",,12000.0,F,1
7348,2014,Denmark,"political behavior, process",,4000.0,F,1
7352,1994,Guinea-Bissau,"political behavior, process",,1000.0,PF,1
7357,2001,Guinea-Bissau,"political behavior, process",,5000.0,PF,1
7358,2001,Guinea-Bissau,"political behavior, process",,10000.0,PF,1
7359,2004,Guinea-Bissau,labor wage dispute,,2000.0,PF,1
7362,2005,Guinea-Bissau,"political behavior, process",,5000.0,PF,1
7363,2005,Guinea-Bissau,"political behavior, process",,1000.0,PF,1
7366,2005,Guinea-Bissau,"political behavior, process",,1000.0,PF,1
7369,2011,Guinea-Bissau,"price increases, tax policy",removal of politician,1000.0,PF,1
7370,2011,Guinea-Bissau,removal of politician,,1000.0,PF,1
7371,2011,Guinea-Bissau,removal of politician,,1000.0,PF,1
7400,1990,Mali,"political behavior, process",,20000.0,NF,1
7402,1991,Mali,"political behavior, process",removal of politician,100000.0,PF,1
7403,1991,Mali,removal of politician,"political behavior, process",5000.0,PF,1
7408,1997,Mali,"political behavior, process",,2000.0,F,1
7409,1997,Mali,"political behavior, process",removal of politician,5000.0,F,1
7413,1998,Mali,"political behavior, process",,1000.0,F,1
7416,2002,Mali,"political behavior, process",,20000.0,F,1
7423,2009,Mali,"political behavior, process",social restrictions,50000.0,F,1
7426,2012,Mali,"political behavior, process",,1000.0,NF,1
7427,2012,Mali,"political behavior, process",,1000.0,NF,1
7430,2012,Mali,"political behavior, process",,50000.0,NF,1
7436,2016,Mali,"political behavior, process",,1000.0,PF,1
7440,2018,Mali,"political behavior, process",removal of politician,1000.0,PF,1
7441,2018,Mali,"political behavior, process",removal of politician,5000.0,PF,1
7443,2018,Mali,"political behavior, process",removal of politician,200000.0,PF,1
7444,2018,Mali,"political behavior, process",,1000.0,PF,1
7449,1993,Senegal,"political behavior, process",,1000.0,PF,1
7459,2002,Senegal,"political behavior, process",,1000.0,F,1
7466,2010,Senegal,removal of politician,,1000.0,PF,1
7469,2010,Senegal,"price increases, tax policy",,1000.0,PF,1
7473,2011,Senegal,"political behavior, process",,1000.0,PF,1
7476,2011,Senegal,"political behavior, process",,1000.0,PF,1
7477,2012,Senegal,"political behavior, process",,10000.0,F,1
7490,1994,Benin,"political behavior, process",,2000.0,F,1
7499,2002,Benin,"political behavior, process",,1000.0,F,1
7505,2010,Benin,"political behavior, process",,100000.0,F,1
7506,2011,Benin,"political behavior, process",,1000.0,F,1
7516,2014,Benin,"political behavior, process",,30000.0,F,1
7517,2014,Benin,"political behavior, process",,10000.0,F,1
7521,2019,Benin,"political behavior, process",removal of politician,20000.0,PF,1
7522,1991,Mauritania,"price increases, tax policy","political behavior, process",1000.0,NF,1
7524,1992,Mauritania,"political behavior, process",,1000.0,NF,1
7525,1992,Mauritania,"political behavior, process",,20000.0,NF,1
7527,1992,Mauritania,removal of politician,"political behavior, process",10000.0,NF,1
7542,2003,Mauritania,"political behavior, process",,4000.0,NF,1
7545,2004,Mauritania,"political behavior, process",,5000.0,NF,1
7557,2008,Mauritania,"political behavior, process",,1000.0,NF,1
7559,2008,Mauritania,"political behavior, process",,1000.0,NF,1
7565,2009,Mauritania,"political behavior, process",,1000.0,NF,1
7566,2009,Mauritania,"political behavior, process",,1000.0,NF,1
7567,2009,Mauritania,"political behavior, process",,10000.0,NF,1
7572,2009,Mauritania,"political behavior, process",,1000.0,NF,1
7581,2012,Mauritania,"political behavior, process",,1000.0,NF,1
7583,2012,Mauritania,"political behavior, process",,1000.0,NF,1
7586,2012,Mauritania,"political behavior, process",,1000.0,NF,1
7587,2012,Mauritania,"political behavior, process",,1000.0,NF,1
7592,2013,Mauritania,"political behavior, process",,1000.0,NF,1
7597,2016,Mauritania,"political behavior, process",social restrictions,1000.0,NF,1
7598,2016,Mauritania,"political behavior, process",,1000.0,NF,1
7602,2016,Mauritania,"political behavior, process",,1000.0,NF,1
7603,2017,Mauritania,"political behavior, process",,1000.0,NF,1
7604,1990,Niger,"political behavior, process",,3000.0,NF,1
7609,1992,Niger,"political behavior, process",,4000.0,PF,1
7610,1992,Niger,"political behavior, process",social restrictions,5000.0,PF,1
7611,1992,Niger,"political behavior, process",,5000.0,PF,1
7612,1993,Niger,"political behavior, process",,1000.0,PF,1
7619,1994,Niger,"political behavior, process",,8000.0,PF,1
7620,1994,Niger,"political behavior, process",,1000.0,PF,1
7625,1994,Niger,"political behavior, process",,5000.0,PF,1
7628,1995,Niger,"political behavior, process",,3000.0,PF,1
7633,1995,Niger,"political behavior, process",,2000.0,PF,1
7639,1997,Niger,"political behavior, process",,1000.0,NF,1
7640,1997,Niger,"political behavior, process",,2000.0,NF,1
7641,1997,Niger,"political behavior, process",labor wage dispute,1000.0,NF,1
7642,1998,Niger,labor wage dispute,,1000.0,NF,1
7658,2000,Niger,labor wage dispute,,1000.0,PF,1
7659,2000,Niger,labor wage dispute,,1000.0,PF,1
7660,2000,Niger,"political behavior, process",social restrictions,1000.0,PF,1
7666,2001,Niger,"political behavior, process",,1000.0,PF,1
7667,2001,Niger,"political behavior, process",,1000.0,PF,1
7668,2001,Niger,"political behavior, process",,5000.0,PF,1
7669,2001,Niger,"political behavior, process",,1000.0,PF,1
7670,2001,Niger,"political behavior, process",,3000.0,PF,1
7671,2001,Niger,"political behavior, process",,1000.0,PF,1
7675,2002,Niger,"political behavior, process",police brutality,2500.0,PF,1
7677,2002,Niger,"political behavior, process",,3000.0,PF,1
7678,2002,Niger,"political behavior, process",,6000.0,PF,1
7681,2003,Niger,"political behavior, process",,3000.0,PF,1
7683,2005,Niger,"price increases, tax policy",,1000.0,PF,1
7684,2005,Niger,"price increases, tax policy",,1000.0,PF,1
7686,2005,Niger,"price increases, tax policy",,2000.0,PF,1
7688,2006,Niger,"price increases, tax policy",,2000.0,PF,1
7689,2006,Niger,"price increases, tax policy",,1000.0,PF,1
7691,2006,Niger,"political behavior, process",,1000.0,PF,1
7694,2008,Niger,"price increases, tax policy","political behavior, process",1000.0,PF,1
7695,2008,Niger,"political behavior, process",,1000.0,PF,1
7696,2009,Niger,"political behavior, process",,1000.0,PF,1
7697,2009,Niger,"political behavior, process",,10000.0,PF,1
7699,2009,Niger,"political behavior, process",,10000.0,PF,1
7700,2009,Niger,"political behavior, process",,10000.0,PF,1
7703,2009,Niger,"political behavior, process",,1000.0,PF,1
7704,2009,Niger,"political behavior, process",,1000.0,PF,1
7705,2009,Niger,"political behavior, process",,1000.0,PF,1
7706,2009,Niger,"political behavior, process",,10000.0,PF,1
7707,2010,Niger,"political behavior, process",,1000.0,PF,1
7718,1990,Ivory Coast,labor wage dispute,,1000.0,,1
7725,1991,Ivory Coast,"political behavior, process",police brutality,20000.0,,1
7727,1991,Ivory Coast,"political behavior, process",,10000.0,,1
7728,1991,Ivory Coast,"political behavior, process",,1000.0,,1
7729,1991,Ivory Coast,"political behavior, process",,1000.0,,1
7730,1991,Ivory Coast,"political behavior, process",,1000.0,,1
7733,1992,Ivory Coast,"political behavior, process",,1000.0,,1
7735,1992,Ivory Coast,"political behavior, process",,1000.0,,1
7737,1992,Ivory Coast,"political behavior, process",,1000.0,,1
7740,1995,Ivory Coast,removal of politician,,3000.0,,1
7741,1995,Ivory Coast,"political behavior, process",,10000.0,,1
7747,1997,Ivory Coast,police brutality,,4000.0,,1
7748,1998,Ivory Coast,"political behavior, process",,1000.0,,1
7749,1998,Ivory Coast,"political behavior, process",,10000.0,,1
7760,1999,Ivory Coast,"political behavior, process",,5000.0,,1
7762,1999,Ivory Coast,"political behavior, process",,1000.0,,1
7769,2000,Ivory Coast,"political behavior, process",,100000.0,,1
7774,2001,Ivory Coast,"political behavior, process",,3000.0,,1
7779,2002,Ivory Coast,"political behavior, process",,1000.0,,1
7780,2003,Ivory Coast,"political behavior, process",,100000.0,,1
7781,2003,Ivory Coast,police brutality,,1000.0,,1
7782,2003,Ivory Coast,removal of politician,,10000.0,,1
7784,2005,Ivory Coast,"political behavior, process",,4000.0,,1
7799,2010,Ivory Coast,"political behavior, process",,1000.0,,1
7807,2011,Ivory Coast,"political behavior, process",,15000.0,,1
7812,2016,Ivory Coast,"political behavior, process",,1000.0,,1
7843,2007,Guinea,"political behavior, process",removal of politician,2000.0,NF,1
7844,2007,Guinea,removal of politician,,4000.0,NF,1
7845,2007,Guinea,"political behavior, process",removal of politician,1000.0,NF,1
7849,2007,Guinea,"price increases, tax policy",,1000.0,NF,1
7858,2009,Guinea,"political behavior, process",,20000.0,NF,1
7859,2009,Guinea,"political behavior, process",,50000.0,NF,1
7860,2010,Guinea,"political behavior, process",,3000.0,PF,1
7862,2012,Guinea,"political behavior, process",,1000.0,PF,1
7866,2012,Guinea,"political behavior, process",,1000.0,PF,1
7870,2012,Guinea,"political behavior, process",,1000.0,PF,1
7873,2012,Guinea,,,1000.0,PF,1
7877,2013,Guinea,"political behavior, process",,1000.0,PF,1
7881,2013,Guinea,"political behavior, process",,10000.0,PF,1
7888,2013,Guinea,police brutality,,1000.0,PF,1
7889,2015,Guinea,"political behavior, process",,1000.0,PF,1
7900,2016,Guinea,"political behavior, process",,700000.0,PF,1
7902,2018,Guinea,"political behavior, process",labor wage dispute,1000.0,PF,1
7911,1991,Burkina Faso,"political behavior, process",,3000.0,NF,1
7912,1991,Burkina Faso,"political behavior, process",,10000.0,NF,1
7915,1998,Burkina Faso,"political behavior, process",,1000.0,PF,1
7916,1998,Burkina Faso,"political behavior, process",,1000.0,PF,1
7918,1999,Burkina Faso,"political behavior, process",,3000.0,PF,1
7922,2000,Burkina Faso,"political behavior, process",,5000.0,PF,1
7925,2002,Burkina Faso,"price increases, tax policy",,2000.0,PF,1
7926,2002,Burkina Faso,"price increases, tax policy",labor wage dispute,2000.0,PF,1
7927,2002,Burkina Faso,labor wage dispute,,2000.0,PF,1
7930,2006,Burkina Faso,"price increases, tax policy",labor wage dispute,10000.0,PF,1
7933,2007,Burkina Faso,"political behavior, process",,3000.0,PF,1
7937,2008,Burkina Faso,"price increases, tax policy",,10000.0,PF,1
7938,2008,Burkina Faso,"price increases, tax policy",,10000.0,PF,1
7939,2010,Burkina Faso,"price increases, tax policy",,1000.0,PF,1
7940,2011,Burkina Faso,police brutality,,1000.0,PF,1
7942,2011,Burkina Faso,police brutality,removal of politician,1000.0,PF,1
7944,2011,Burkina Faso,"price increases, tax policy","political behavior, process",10000.0,PF,1
7945,2011,Burkina Faso,"political behavior, process","price increases, tax policy",10000.0,PF,1
7955,2011,Burkina Faso,removal of politician,,1000.0,PF,1
7957,2011,Burkina Faso,"price increases, tax policy","political behavior, process",1000.0,PF,1
7959,2011,Burkina Faso,"political behavior, process",removal of politician,1000.0,PF,1
7962,2012,Burkina Faso,"price increases, tax policy",,3000.0,PF,1
7964,2013,Burkina Faso,"price increases, tax policy",,1000.0,PF,1
7965,2013,Burkina Faso,"political behavior, process",,1000.0,PF,1
7966,2014,Burkina Faso,"political behavior, process",,10000.0,PF,1
7967,2014,Burkina Faso,"political behavior, process",,1000.0,PF,1
7968,2014,Burkina Faso,"political behavior, process",,1000.0,PF,1
7974,2018,Burkina Faso,"political behavior, process",,1000.0,PF,1
7975,2018,Burkina Faso,"price increases, tax policy",,1000.0,PF,1
7976,1990,Liberia,removal of politician,,5000.0,NF,1
7977,1993,Liberia,"price increases, tax policy",,10000.0,NF,1
7979,1998,Liberia,"political behavior, process",,1000.0,PF,1
7980,1998,Liberia,labor wage dispute,,2000.0,PF,1
7983,2001,Liberia,police brutality,,2000.0,NF,1
7987,2003,Liberia,"political behavior, process",,1000.0,NF,1
7992,2004,Liberia,labor wage dispute,,1000.0,PF,1
7993,2004,Liberia,"political behavior, process",,1000.0,PF,1
7994,2004,Liberia,"political behavior, process",,1000.0,PF,1
7996,2004,Liberia,labor wage dispute,,9000.0,PF,1
8000,2005,Liberia,"political behavior, process",,1000.0,PF,1
8005,2006,Liberia,labor wage dispute,,2000.0,PF,1
8013,2011,Liberia,labor wage dispute,,10000.0,PF,1
