country,year,counts,participants
Ukraine,2002,4,5500.0
Ukraine,2003,3,13333.0
Ukraine,2004,5,30000.0
Ukraine,2007,1,70000.0
Ukraine,2009,1,8000.0
Ukraine,2011,2,1500.0
Ukraine,2012,1,2000.0
Ukraine,2013,3,121667.0
Ukraine,2014,32,10328.0
Ukraine,2017,2,5000.0
United Arab Emirate,2007,1,4000.0
United Kingdom,1990,16,8222.0
United Kingdom,1991,4,3000.0
United Kingdom,1992,10,18900.0
United Kingdom,1993,9,5667.0
United Kingdom,1994,2,10500.0
United Kingdom,1995,3,5333.0
United Kingdom,1996,8,6500.0
United Kingdom,1997,7,19071.0
United Kingdom,1998,12,26667.0
United Kingdom,1999,6,7000.0
United Kingdom,2000,7,4571.0
United Kingdom,2001,4,29625.0
United Kingdom,2002,14,54092.0
United Kingdom,2003,12,98417.0
United Kingdom,2004,5,2400.0
United Kingdom,2005,3,1000.0
United Kingdom,2006,4,4500.0
United Kingdom,2007,2,1000.0
United Kingdom,2008,2,11750.0
United Kingdom,2009,6,2367.0
United Kingdom,2010,6,13500.0
United Kingdom,2011,9,55133.0
United Kingdom,2012,3,144867.0
United Kingdom,2013,6,1667.0
United Kingdom,2014,7,23857.0
United Kingdom,2015,4,15750.0
United Kingdom,2016,8,3000.0
United Kingdom,2017,8,14562.0
United Kingdom,2018,8,18562.0
United Kingdom,2019,2,55000.0
Uruguay,1991,1,1000.0
Uruguay,1992,1,3500.0
Uruguay,1993,1,30000.0
Uruguay,1994,1,4000.0
Uruguay,1995,1,1000.0
Uruguay,2000,1,70000.0
Uruguay,2001,1,70000.0
Uruguay,2002,6,24250.0
Uruguay,2003,4,5112.0
Uruguay,2005,2,2500.0
Uruguay,2006,1,1000.0
Uruguay,2008,1,1000.0
Uruguay,2010,1,1000.0
Uruguay,2016,1,1000.0
Uzbekistan,1990,2,3000.0
Uzbekistan,1992,1,3000.0
Uzbekistan,2002,1,1000.0
Uzbekistan,2003,2,1700.0
Uzbekistan,2004,2,2500.0
Uzbekistan,2005,5,4400.0
Venezuela,1990,3,24667.0
Venezuela,1991,6,218167.0
Venezuela,1992,8,86125.0
Venezuela,1993,1,1000.0
Venezuela,1994,2,650500.0
Venezuela,1995,3,80667.0
Venezuela,1996,8,379750.0
Venezuela,1997,7,192286.0
Venezuela,1998,3,16033.0
Venezuela,1999,5,14000.0
Venezuela,2000,5,20800.0
Venezuela,2001,13,169231.0
Venezuela,2002,8,72500.0
Venezuela,2003,2,5500.0
Venezuela,2004,9,71722.0
Venezuela,2005,5,3000.0
Venezuela,2006,5,4800.0
Venezuela,2007,9,27000.0
Venezuela,2008,3,2000.0
Venezuela,2009,8,78250.0
Venezuela,2010,4,4250.0
Venezuela,2013,2,1000.0
Venezuela,2014,4,7500.0
Venezuela,2015,1,1000.0
Venezuela,2016,4,50500.0
Venezuela,2017,13,632154.0
Venezuela,2019,5,40600.0
Vietnam,1997,2,1000.0
Vietnam,2001,1,1000.0
Vietnam,2004,1,1000.0
Vietnam,2006,1,10000.0
Vietnam,2011,1,1000.0
Vietnam,2018,1,1000.0
Yemen,1990,1,1000.0
Yemen,1997,1,1000.0
Yemen,1998,1,1000.0
Yemen,2001,1,10000.0
Yemen,2002,1,300000.0
Yemen,2003,1,300000.0
Yemen,2004,1,2000.0
Yemen,2005,1,1000.0
Yemen,2008,3,337000.0
Yemen,2009,3,1333.0
Yemen,2010,2,1000.0
Yemen,2011,57,21456.0
Yemen,2012,4,28000.0
Yemen,2013,1,1000.0
Yemen,2014,4,50500.0
Yemen,2015,4,5750.0
Yemen,2016,1,10000.0
Yugoslavia,1990,16,25481.0
Yugoslavia,1991,10,18900.0
Yugoslavia,1992,10,7500.0
Yugoslavia,1993,2,3000.0
Yugoslavia,1995,2,10000.0
Yugoslavia,1996,7,39286.0
Yugoslavia,1997,8,41750.0
Yugoslavia,1998,12,18667.0
Yugoslavia,1999,22,13386.0
Yugoslavia,2000,16,77500.0
Yugoslavia,2001,2,1250.0
Yugoslavia,2002,1,8000.0
Zambia,1990,1,1000.0
Zambia,1991,1,3000.0
Zambia,1992,2,1500.0
Zambia,1993,1,1000.0
Zambia,1995,1,1000.0
Zambia,1996,3,2000.0
Zambia,1997,4,1000.0
Zambia,1998,1,1000.0
Zambia,1999,1,1000.0
Zambia,2001,3,6333.0
Zambia,2002,1,1000.0
Zambia,2003,1,2000.0
Zambia,2004,1,5000.0
Zambia,2005,2,5500.0
Zambia,2009,1,6000.0
Zimbabwe,1990,1,1000.0
Zimbabwe,1995,1,2000.0
Zimbabwe,1996,2,1000.0
Zimbabwe,1997,3,10667.0
Zimbabwe,1998,4,1000.0
Zimbabwe,2000,3,1000.0
Zimbabwe,2003,2,3500.0
Zimbabwe,2005,1,3000.0
Zimbabwe,2006,1,1000.0
Zimbabwe,2012,1,1000.0
Zimbabwe,2017,1,10000.0
Zimbabwe,2018,3,1000.0
