Movie_Id,Year,Name,time,type,rate,votes,mean,med,mod
10857,1988.0,The Men Who Killed Kennedy,,series,8.6,480,3.777408637873754,4.0,4.0
10858,2001.0,Britney Spears: Britney: The Videos,,,,,3.0608695652173914,3.0,3.0
10859,1996.0,Alice in Chains: Unplugged,,,,,3.814785373608903,4.0,5.0
10860,1989.0,The Cook,124 min,movie,7.6,"33,194",3.2121448641898223,3.0,4.0
10861,1994.0,Love Affair,108 min,movie,6.0,"4,271",3.453220338983051,3.0,3.0
10862,1992.0,First Shot,,,,,2.4204545454545454,2.5,3.0
10863,2002.0,Hollywood Ending,112 min,movie,6.6,"24,604",2.8282039503904457,3.0,3.0
10864,1982.0,Night Crossing,107 min,movie,6.4,"1,175",3.3419689119170983,3.0,4.0
10865,1993.0,High Lonesome: The Story of Bluegrass Music,,,,,3.591194968553459,4.0,4.0
10866,2000.0,Bee Gees: This is Where I Came In,,,,,3.675799086757991,4.0,4.0
10867,2004.0,Disney Princess Party: Vol. 1: Birthday Celebration,,,,,2.52073732718894,3.0,3.0
10868,1988.0,Satisfaction,92 min,movie,4.9,"3,242",3.1297709923664123,3.0,3.0
10869,1979.0,Alien: Collector's Edition: Bonus Material,,,,,3.9322033898305087,4.0,4.0
10870,1973.0,Charles Bronson: Chino / Man with a Camera,,,,,2.7662337662337664,3.0,3.0
10871,1971.0,Fantastic Planet,,,,,3.511094674556213,4.0,4.0
10872,1990.0,Bird on a Wire,110 min,movie,6.0,"38,392",3.1725080483508474,3.0,3.0
10873,2004.0,A Different Loyalty,96 min,movie,5.0,"1,328",2.4760479041916166,2.0,2.0
10874,2004.0,Cirque Du Soleil: Fire Within,,,,,3.6259259259259258,4.0,4.0
10875,1999.0,Shikoku,100 min,movie,5.6,559,2.7210884353741496,3.0,3.0
10876,2003.0,Absolutely Fabulous: Gorgeous Little Things (Bonus Material),,,,,3.75,4.0,5.0
10877,1999.0,Star Wars: Episode I: The Phantom Menace: Bonus Material,,,,,3.4566258648217136,4.0,4.0
10878,1985.0,Buddy Rich: The Lost West Side Story Tapes,,,,,3.4893617021276597,4.0,4.0
10879,1991.0,Scenes from a Mall,89 min,movie,5.3,"4,347",2.5555555555555554,3.0,3.0
10880,1999.0,Pocahontas,,,,,3.7307020607754104,4.0,5.0
10881,1986.0,Haunted Honeymoon,82 min,movie,5.7,"6,432",2.936725811851356,3.0,3.0
10882,1999.0,Earthly Possessions,105 min,movie,6.2,"1,315",3.0754352030947776,3.0,3.0
10883,1996.0,The Titanic,,movie,6.6,112,4.123402555910543,4.0,5.0
10884,1958.0,Damn Yankees,111 min,movie,7.2,"2,239",3.7304270462633453,4.0,4.0
10885,2004.0,Dead and Breakfast,,,,,2.7549194991055455,3.0,3.0
10886,1995.0,Waterworld,135 min,movie,6.2,"173,241",2.842495797974829,3.0,3.0
10887,1980.0,Oh,103 min,movie,5.4,"2,183",3.46,3.0,3.0
10888,1990.0,Dil,172 min,movie,6.8,"4,562",3.0511811023622046,3.0,3.0
10889,2000.0,Keeping the Faith,128 min,movie,6.3,"48,909",3.4748117079330716,3.0,3.0
10890,1978.0,Revenge of the Pink Panther,99 min,movie,6.7,"19,198",3.81046004842615,4.0,4.0
10891,1986.0,Belizaire the Cajun,103 min,movie,6.6,408,3.246153846153846,3.0,3.0
10892,2001.0,The Unsaid,111 min,movie,6.7,"6,066",3.641411220358589,4.0,4.0
10893,2004.0,Saturday Night Live: The Best of Christopher Walken,83 min,movie,7.7,"1,055",3.9021601016518423,4.0,4.0
10894,2001.0,Ali,157 min,movie,6.8,"90,336",3.0695445715519103,3.0,3.0
10895,1969.0,Cactus Flower,104 min,movie,7.2,"8,946",3.3171140939597317,3.0,3.0
10896,2000.0,Errol Morris' First Person: The Complete Series,,,,,3.870646766169154,4.0,5.0
10897,1978.0,Don,166 min,movie,7.8,"10,606",3.6280701754385967,4.0,4.0
10898,1914.0,Cabiria,148 min,movie,7.1,"2,841",3.1818181818181817,3.0,3.0
10899,2005.0,The Wedding Date,90 min,movie,6.2,"46,784",3.5119503499273734,4.0,3.0
10900,1999.0,Broken Vessels,,,,,2.9289940828402368,3.0,3.0
10901,2004.0,The Keeper of Time,76 min,movie,4.0,101,1.955223880597015,2.0,1.0
10902,1986.0,Crime Story: Season 1,,,,,3.95,4.0,4.0
10903,1993.0,Mystery Science Theater 3000: The Brain That Wouldn't Die,,,,,3.5884213856374565,4.0,4.0
10904,1996.0,Tornado!,89 min,movie,4.7,987,2.853080568720379,3.0,3.0
10905,1994.0,Dream Lover,,,,,3.0373280943025542,3.0,3.0
10906,2004.0,Cellular,94 min,movie,6.5,"89,976",3.49626161693802,4.0,4.0
10907,1998.0,No Code of Conduct,95 min,movie,5.0,"1,282",2.8940677966101696,3.0,3.0
10908,1997.0,Byzantium: The Lost Empire,208 min,series,8.0,187,3.0568181818181817,3.0,3.0
10909,2001.0,Our Song,,,,,2.8076923076923075,3.0,3.0
10910,1989.0,The Women of Brewster Place,200 min,series,7.7,949,3.847695390781563,4.0,4.0
10911,1985.0,The Emerald Forest,114 min,movie,6.9,"8,935",3.353919239904988,3.0,3.0
10912,1982.0,Death Wish 2,,,,,3.4970273483947683,4.0,3.0
10913,1994.0,Sleep with Me,86 min,movie,5.7,"2,384",2.7754491017964074,3.0,3.0
10914,1968.0,Ice Station Zebra,148 min,movie,6.6,"8,438",3.620173364854216,4.0,4.0
10915,2001.0,Roger Waters: In the Flesh: Live,,,,,4.039426523297491,4.0,5.0
10916,1999.0,Paul McCartney: Live at the Cavern Club,86 min,movie,7.4,124,3.0076923076923077,3.0,3.0
10917,2004.0,All Purpose Cultural Cat Girl,,movie,7.7,23,3.442953020134228,3.0,3.0
10918,1987.0,Black Adder III,,,,,4.000231588698472,4.0,5.0
10919,2004.0,Glass Trap,,,,,1.9454545454545455,2.0,1.0
10920,1968.0,Bullitt,114 min,movie,7.4,"57,582",3.7973228575585627,4.0,4.0
10921,2003.0,Just Married,95 min,movie,5.5,"66,177",3.080304445460146,3.0,3.0
10922,1974.0,The Little Prince,88 min,movie,6.5,"3,123",3.1947115384615383,3.0,3.0
10923,1972.0,Junior Bonner,100 min,movie,6.7,"4,971",3.1969486823855755,3.0,3.0
10924,1948.0,The Street with No Name,91 min,movie,7.1,"2,518",3.0707964601769913,3.0,3.0
10925,1996.0,Mr. Wrong,96 min,movie,3.9,"4,715",2.3443187407771764,2.0,2.0
10926,2004.0,Employee of the Month,97 min,movie,6.2,"9,217",2.955025860130425,3.0,3.0
10927,1999.0,Hell's Kitchen,,,,,2.7142857142857144,3.0,3.0
10928,1994.0,Ace Ventura: Pet Detective,86 min,movie,6.9,"267,073",3.3671577811843525,3.0,3.0
10929,1990.0,Nuns on the Run,89 min,movie,6.0,"7,304",3.0733496332518335,3.0,3.0
10930,1997.0,Dragon Ball Z: Dead Zone,,,,,3.6445623342175066,4.0,5.0
10931,1989.0,Beware! Children at Play,,,,,2.707692307692308,3.0,2.0
10932,2003.0,Tough Luck,88 min,movie,6.3,876,2.7155172413793105,3.0,3.0
10933,2001.0,Wooly Boys,99 min,movie,6.2,647,3.26027397260274,3.0,3.0
10934,1999.0,My Neighbors the Yamadas,104 min,movie,7.2,"9,966",3.345864661654135,4.0,4.0
10935,1986.0,Running Scared,107 min,movie,6.6,"10,810",3.4479851973684212,3.0,3.0
10936,1990.0,Where the Heart Is,107 min,movie,6.1,"1,401",3.2934065934065933,3.0,3.0
10937,2003.0,Dragon Fighter,85 min,movie,3.4,"1,065",2.4171428571428573,2.0,2.0
10938,1993.0,Ethan Frome,99 min,movie,6.3,"1,870",3.1915285451197053,3.0,3.0
10939,1997.0,The Soong Sisters,145 min,movie,7.1,846,3.211618257261411,3.0,3.0
10940,1968.0,Candy,115 min,movie,5.4,"2,535",2.34703196347032,2.0,2.0
10941,2005.0,National Geographic: Guns,,,,,3.9375,4.0,4.0
10942,1999.0,Sakura Diaries,,,,,2.996987951807229,3.0,3.0
10943,2001.0,Ben Folds Five: Complete Sessions at West 54th,,,,,3.7664233576642334,4.0,5.0
10944,1985.0,Re-Animator,105 min,movie,7.2,"52,660",3.405532190229699,3.0,3.0
10945,1997.0,The Land Before Time V: The Mysterious Island,74 min,movie,6.0,"3,860",3.910674157303371,4.0,5.0
10946,1972.0,Pink Flamingos,93 min,movie,6.1,"20,960",3.5111548556430447,4.0,5.0
10947,2004.0,The Incredibles,115 min,movie,8.0,"633,057",4.3088710221269775,5.0,5.0
10948,2003.0,Easy Riders,119 min,movie,7.5,"2,553",3.4811557788944723,4.0,4.0
10949,2002.0,Grand Teton / Yellowstone,,,,,2.912,3.0,3.0
10950,1966.0,I,99 min,movie,5.6,884,2.143835616438356,2.0,2.0
10951,1961.0,Judgment at Nuremberg,179 min,movie,8.2,"64,962",4.059581320450886,4.0,4.0
10952,1996.0,Heaven's Prisoners,132 min,movie,5.8,"4,793",3.0572737686139746,3.0,3.0
10953,2003.0,Dangerous Liaisons (Short English Version),,,,,2.8705882352941177,3.0,3.0
10954,1970.0,The Honeymoon Killers,107 min,movie,7.0,"4,191",2.9891696750902526,3.0,3.0
10955,1975.0,The Return of the Pink Panther,113 min,movie,7.1,"23,776",3.8104340327680366,4.0,4.0
10956,1974.0,Phantom of the Paradise,91 min,movie,7.4,"15,683",3.0205920205920207,3.0,3.0
10957,1961.0,Come September,112 min,movie,7.0,"2,935",3.451581975071908,3.0,3.0
10958,1991.0,Dil Hai Ke Manta Nahin,,,,,3.6271777003484322,4.0,4.0
10959,1987.0,Dorothy L. Sayers Mysteries: Gaudy Night,,,,,3.7169421487603307,4.0,4.0
10960,1996.0,Bad Moon,80 min,movie,5.8,"5,452",2.840974212034384,3.0,3.0
10961,1986.0,George Carlin: Playing with Your Head,,,,,3.956460674157303,4.0,5.0
10962,2002.0,Rollerball,98 min,movie,3.1,"25,079",2.43575624082232,2.0,3.0
10963,1976.0,The Gumball Rally,105 min,movie,6.3,"3,497",3.2323232323232323,3.0,3.0
10964,2005.0,Barbie: Fairytopia,70 min,movie,5.9,"2,663",3.684285040113261,4.0,4.0
10965,1995.0,Blue in the Face,83 min,movie,6.7,"8,757",3.2258278145695365,3.0,3.0
10966,2001.0,Last Run,98 min,movie,5.2,473,2.75,3.0,3.0
10967,1990.0,White Hunter,112 min,movie,6.6,"10,572",3.0301204819277108,3.0,3.0
10968,2002.0,Gov't Mule: Rising Low,,,,,3.4285714285714284,4.0,4.0
10969,1954.0,Jail Bait,71 min,movie,3.5,"2,242",2.5785123966942147,3.0,3.0
10970,1986.0,Castle in the Sky,125 min,movie,8.0,"139,800",4.076449461262186,4.0,5.0
10971,1949.0,Thieves' Highway,94 min,movie,7.6,"4,793",3.4864864864864864,4.0,4.0
10972,1995.0,Alien Visitor,,,,,2.5535714285714284,2.5,3.0
10973,2005.0,WWE: Vengeance: Hell in a Cell,,,,,3.955801104972376,4.0,5.0
10974,1959.0,Teenagers from Outer Space,86 min,movie,3.8,"2,884",2.5864197530864197,2.5,2.0
10975,2003.0,Lost Junction,95 min,movie,5.6,"1,059",2.6873727087576373,3.0,3.0
10976,1991.0,Clarissa,156 min,series,7.2,526,2.9672131147540983,3.0,4.0
10977,1998.0,Loveblind,,,,,2.6779026217228465,3.0,2.0
10978,1998.0,Cartoon Crazys Goes to War,,,,,2.928,3.0,3.0
10979,1949.0,I Was a Male War Bride,105 min,movie,7.0,"7,079",3.712451861360719,4.0,4.0
10980,1980.0,Shakespeare Comedies: The Tempest,,,,,2.896551724137931,3.0,3.0
10981,2002.0,Hart's War,125 min,movie,6.3,"49,625",3.474492415402567,4.0,4.0
10982,1990.0,Twin Peaks: Season 1,,,,,4.107706592386258,4.0,5.0
10983,1996.0,Teletubbies: Look! Playful Patterns and Simple Shapes,,,,,2.797872340425532,3.0,3.0
10984,1953.0,The Desert Rats,88 min,movie,6.8,"4,382",3.6012658227848102,4.0,4.0
10985,2003.0,WWE: Undertaker: He Buries Them Alive,,,,,3.4574468085106385,4.0,5.0
10986,2004.0,Before Sunset,80 min,movie,8.0,"220,118",3.270135401436654,3.0,4.0
10987,2005.0,The Festival: Season 1,,,,,2.5294117647058822,2.0,2.0
10988,1995.0,How to Make an American Quilt,117 min,movie,6.3,"10,407",3.3331695935159034,3.0,3.0
10989,1995.0,Lumiere and Company,88 min,movie,7.0,"2,845",3.0878164556962027,3.0,3.0
10990,2001.0,Huey P. Newton Story,86 min,movie,7.1,590,3.129032258064516,3.0,4.0
10991,2000.0,Dragonheart: A New Beginning,84 min,movie,4.5,"4,266",3.168389210990673,3.0,3.0
10992,2001.0,The Doe Boy,85 min,movie,7.2,240,2.995121951219512,3.0,3.0
10993,2000.0,Boys Life 3,79 min,movie,6.3,273,2.8286802030456855,3.0,3.0
10994,1986.0,King Kong Lives,105 min,movie,3.9,"5,168",2.8543046357615895,3.0,3.0
10995,1977.0,Sorcerer,121 min,movie,7.7,"16,063",3.245398773006135,3.0,3.0
10996,1992.0,Buffy the Vampire Slayer: The Movie,,,,,3.1955043445409896,3.0,3.0
10997,1989.0,Nadia: Secret of Blue Water,,,,,3.2046332046332044,3.0,3.0
10998,1946.0,Murderers Are Among Us,,,,,3.0804597701149423,3.0,3.0
10999,2000.0,Crime and Punishment in Suburbia,,,,,2.8665568369028005,3.0,3.0
11000,1947.0,Possessed,108 min,movie,7.2,"4,318",3.4917127071823204,4.0,4.0
11001,2005.0,Cross Bones,,,,,1.6266094420600858,1.0,1.0
11002,2005.0,Walt Disney's Timeless Tales: Vol. 1,,,,,3.426829268292683,3.0,3.0
11003,2003.0,A Certain Kind of Death,69 min,movie,7.4,808,3.3157894736842106,3.0,4.0
11004,1997.0,The Apostle,134 min,movie,7.2,"12,529",3.39242715058454,3.0,3.0
11005,1996.0,Bed of Roses,87 min,movie,6.1,"7,539",3.4065149486836233,3.0,3.0
11006,1978.0,In a Year with 13 Moons,124 min,movie,7.5,"3,404",3.0136054421768708,3.0,4.0
11007,2004.0,Infernal Affairs II,,,,,3.801418439716312,4.0,4.0
11008,2003.0,WWE: Judgment Day 2003,,,,,3.5,4.0,5.0
11009,1969.0,De Sade,120 min,movie,3.4,439,2.1728395061728394,2.0,2.0
11010,1994.0,Ellen: Season 1,,,,,3.369901547116737,3.0,3.0
11011,2004.0,Countess Dracula's Orgy of Blood,88 min,movie,3.5,214,2.169230769230769,2.0,1.0
11012,1999.0,El Coronel No Tiene Quien Le Escriba,,,,,2.9146341463414633,3.0,3.0
11013,2001.0,The Mexican,123 min,movie,6.1,"100,090",3.044788773571115,3.0,3.0
11014,2004.0,The Last Sign,,,,,2.6473684210526316,3.0,3.0
11015,2004.0,Leslie Sansone: Walk Away the Pounds: Walk & Jog,,,,,3.330188679245283,4.0,4.0
11016,1999.0,A Clean Kill,,,,,2.4653465346534653,2.0,2.0
11017,1965.0,Father of a Soldier,83 min,movie,8.7,"3,115",3.272727272727273,3.0,4.0
11018,2004.0,The Foliage,,,,,2.8508771929824563,3.0,3.0
11019,2003.0,Rapid Exchange,97 min,movie,4.6,446,2.7547169811320753,3.0,3.0
11020,1937.0,Stage Door,92 min,movie,7.7,"7,255",3.843710292249047,4.0,4.0
11021,1986.0,Clockwise,96 min,movie,6.6,"10,839",3.3008130081300813,3.0,3.0
11022,2004.0,Fahrenheit 9/11,122 min,movie,7.5,"124,262",3.5931332137141747,4.0,5.0
11023,1998.0,Bubblegum Crisis,29 min,series,7.2,649,3.704156479217604,4.0,4.0
11024,1942.0,For Me and My Gal,104 min,movie,7.1,"2,988",3.6823361823361824,4.0,4.0
11025,1982.0,A Midsummer Night's Sex Comedy,88 min,movie,6.6,"17,782",3.3232892143058295,3.0,3.0
11026,2002.0,Inu-Yasha: The Movie 2: The Castle Beyond the Looking Glass,,,,,4.250973604500216,5.0,5.0
11027,1998.0,Love After Death,,,,,3.2758620689655173,3.0,3.0
11028,1981.0,Pippin: Special Edition,,,,,3.338742393509128,3.0,4.0
11029,1998.0,Celebrity,113 min,movie,6.3,"23,418",2.838926174496644,3.0,3.0
11030,2003.0,Ong-Bak: The Thai Warrior,105 min,movie,7.2,"69,183",3.697705207413945,4.0,4.0
11031,1998.0,Telling You,94 min,movie,4.3,635,2.2697841726618706,2.0,2.0
11032,2002.0,The Banger Sisters,98 min,movie,5.6,"14,111",3.148026315789474,3.0,3.0
11033,1992.0,Bloodfist 4: Die Trying,,,,,2.6144578313253013,3.0,3.0
11034,1993.0,Father Hood,95 min,movie,4.9,"2,758",3.0463242698892246,3.0,3.0
11035,1988.0,Tanner '88,353 min,series,8.0,646,2.9427083333333335,3.0,3.0
11036,2005.0,Billy Blanks: Tae Bo: Total Body Fat Blaster,,,,,3.339712918660287,3.0,3.0
11037,2004.0,Laffapalooza! #2,,,,,2.921875,3.0,3.0
11038,1984.0,Places in the Heart,111 min,movie,7.3,"9,806",3.8449223581146077,4.0,4.0
11039,1970.0,Company: Original Cast Album,,,,,3.4485981308411215,4.0,4.0
11040,2003.0,Radio,109 min,movie,6.9,"37,191",3.96354847267118,4.0,4.0
11041,2003.0,The Weather,22 min,movie,,,3.4864864864864864,4.0,3.0
11042,1978.0,Coming Home,127 min,movie,7.3,"11,789",3.5243548633379143,4.0,4.0
11043,1970.0,Mary Tyler Moore: Season 1,,,,,3.771671826625387,4.0,5.0
11044,1961.0,Lola,90 min,movie,7.6,"4,554",3.375586854460094,3.0,3.0
11045,1984.0,Doctor Who: The Caves of Androzani,,,,,3.364347146207975,4.0,3.0
11046,2004.0,Noel,96 min,movie,6.2,"8,787",3.318840579710145,3.0,3.0
11047,1995.0,Outbreak,127 min,movie,6.6,"111,030",3.60322411380597,4.0,4.0
11048,1992.0,Beta,171 min,movie,6.3,"1,733",2.9390862944162435,3.0,3.0
11049,2002.0,Women vs. Men,88 min,movie,5.4,360,2.8274647887323945,3.0,3.0
11050,1977.0,MASH: Season 6,,,,,4.260139049826187,5.0,5.0
11051,1982.0,Sophie's Choice,150 min,movie,7.6,"39,097",3.8309372233230743,4.0,4.0
11052,2000.0,Dragon Ball Z: The History of Trunks,,,,,3.946613545816733,4.0,5.0
11053,2003.0,Entertainer's Basketball Classic at Rucker Park: The Second Season,,,,,2.9689119170984455,3.0,3.0
11054,2004.0,Kaakha Kaakha,,,,,3.396694214876033,4.0,4.0
11055,2000.0,Directors: Robert Altman,,,,,2.9468085106382977,3.0,3.0
11056,2003.0,Duran Duran: Greatest,,,,,3.6516587677725116,4.0,4.0
11057,1980.0,Sandbaggers: Collection 2,,,,,3.71484375,4.0,5.0
11058,1983.0,A Night in Heaven,83 min,movie,4.3,"1,101",1.9075630252100841,2.0,1.0
11059,1997.0,The Thief,96 min,movie,7.7,"4,144",3.752839618355293,4.0,4.0
11060,2000.0,The Endurance,97 min,movie,7.8,"1,797",3.7038123167155423,4.0,4.0
11061,1950.0,Halls of Montezuma,,,,,3.2397094430992737,3.0,3.0
11062,1994.0,Shallow Grave,89 min,movie,7.3,"54,823",3.5662745098039217,4.0,4.0
11063,1974.0,The Cheerleaders Collection: The Swinging Cheerleaders,,,,,2.075221238938053,2.0,1.0
11064,1994.0,Pulp Fiction,154 min,movie,8.9,"1,744,145",4.094234537539947,4.0,5.0
11065,1994.0,A Low Down Dirty Shame,100 min,movie,6.0,"6,267",3.3080691642651296,3.0,3.0
11066,1997.0,Just Write,102 min,movie,6.3,938,2.958730158730159,3.0,3.0
11067,1998.0,Shadowraiders,,,,,2.9806201550387597,3.0,1.0
11068,1996.0,Prime Suspect 5,200 min,series,8.0,"2,052",4.262399321746503,4.0,5.0
11069,2002.0,Men in Black II: Bonus Material,,,,,3.130260521042084,3.0,3.0
11070,1986.0,Class of Nuke 'Em High,85 min,movie,5.7,"7,543",2.9782823297137218,3.0,3.0
11071,1962.0,The Jetsons: Season 1,,,,,3.8251333728512154,4.0,4.0
11072,2000.0,Joseph Campbell: The Hero's Journey,,,,,3.9696969696969697,4.0,5.0
11073,2003.0,Wilder Days,87 min,movie,5.9,253,2.7848101265822787,3.0,3.0
11074,1988.0,Doomed Megalopolis,,,,,2.946524064171123,3.0,3.0
11075,1951.0,Flying Leathernecks,102 min,movie,6.5,"4,237",3.8677221654749743,4.0,4.0
11076,1992.0,The Heroic Trio,,,,,3.0526315789473686,3.0,3.0
11077,2004.0,Meet the Fockers,115 min,movie,6.3,"245,607",3.6011365224276863,4.0,4.0
11078,2003.0,Allman Brothers: Live at the Beacon Theatre,,,,,3.789297658862876,4.0,4.0
11079,1971.0,Jimi Hendrix: Rainbow Bridge,,,,,2.7710280373831777,3.0,3.0
11080,1998.0,The Patriot,90 min,movie,4.2,"11,428",3.0884559092572266,3.0,3.0
11081,1943.0,The More the Merrier,104 min,movie,7.8,"5,311",3.6517150395778364,4.0,4.0
11082,1999.0,VH1 Divas Live '99,,,,,3.108527131782946,3.0,3.0
11083,2003.0,Goodbye,82 min,movie,7.1,"3,043",3.3189655172413794,3.0,3.0
11084,1986.0,An American Tail,80 min,movie,6.9,"46,802",3.8323390677025526,4.0,4.0
11085,1977.0,Equus,137 min,movie,7.2,"7,104",3.331262939958592,3.0,3.0
11086,1997.0,Julian Po,84 min,movie,6.0,"1,426",2.8645161290322583,3.0,3.0
11087,1998.0,American Steam,,,,,2.663265306122449,3.0,3.0
11088,1992.0,Adventures of Batman & Robin: The Joker/Fire & Ice,,,,,4.010718113612004,4.0,5.0
11089,2001.0,Monsters,,movie,5.5,13,4.284053653555278,4.0,5.0
11090,1999.0,Stir of Echoes,99 min,movie,7.0,"71,698",3.698193411264612,4.0,4.0
11091,1996.0,3rd Rock from the Sun: Season 2,,,,,3.9394904458598727,4.0,5.0
11092,2000.0,Dragon Ball Z: Trunks Saga,,,,,3.218956953642384,4.0,5.0
11093,1999.0,Chill Out,,,,,2.494071146245059,3.0,3.0
11094,1956.0,Helen of Troy,118 min,movie,6.2,"1,866",2.9679144385026737,3.0,3.0
11095,2000.0,The Prime Gig,98 min,movie,6.1,"2,035",2.925764192139738,3.0,3.0
11096,1998.0,Holy Man,114 min,movie,4.9,"18,577",2.7372815533980583,3.0,3.0
11097,1961.0,The Twilight Zone: Vol. 4,,,,,4.007706422018349,4.0,5.0
11098,1987.0,Wish You Were Here,88 min,movie,6.8,"2,480",2.9760479041916166,3.0,3.0
11099,1994.0,The Land Before Time II: The Great Valley Adventure,73 min,movie,5.9,"7,810",3.8242255482074485,4.0,4.0
11100,1959.0,It Happened to Jane,97 min,movie,6.6,"2,210",3.6505102040816326,4.0,4.0
11101,1999.0,One Day in September,94 min,movie,7.8,"5,500",3.8030495552731893,4.0,4.0
11102,1998.0,Dogtown,,,,,2.3640552995391704,2.0,2.0
11103,1987.0,Date With an Angel,105 min,movie,5.8,"2,388",2.7764039155074705,3.0,3.0
11104,1945.0,Deanna Durbin: Lady on a Train,,,,,3.1555555555555554,3.0,3.0
11105,1994.0,Mobile Fighter: G Gundam,30 min,series,7.5,761,3.67877094972067,4.0,5.0
11106,1994.0,Squanto: A Warrior's Tale,102 min,movie,6.0,"1,045",3.183266932270916,3.0,3.0
11107,1978.0,Snake in the Eagle's Shadow,90 min,movie,7.4,"10,111",3.5353383458646617,4.0,3.0
11108,2004.0,National Geographic: Inside the U.S. Secret Service,,,,,3.574404761904762,4.0,4.0
11109,2003.0,Chalte Chalte,167 min,movie,6.6,"13,902",3.5131964809384164,4.0,4.0
11110,2001.0,Down to Earth,87 min,movie,5.5,"21,093",3.1150204018785126,3.0,3.0
11111,1940.0,They Drive by Night,95 min,movie,7.3,"6,694",3.5824175824175826,4.0,4.0
11112,1987.0,Karajan/Mutter: Vivaldi: Four Seasons,,,,,2.988372093023256,3.0,3.0
11113,1999.0,Jesus and the Shroud of Turin,,,,,3.7453703703703702,4.0,4.0
11114,1954.0,20,20 min,movie,,,3.707953394123607,4.0,4.0
11115,2000.0,Genesis: The Bible,,,,,2.7285714285714286,3.0,3.0
11116,2002.0,Live at Knebworth: Parts One,,,,,3.1164383561643834,3.0,3.0
11117,2004.0,Miracle: Bonus Material,,,,,3.6285714285714286,4.0,4.0
11118,1965.0,Harum Scarum,95 min,movie,4.8,"1,399",3.555,4.0,4.0
11119,1997.0,Wild America,106 min,movie,6.4,"6,584",3.6008435582822087,4.0,4.0
11120,1996.0,The Truce,,,,,3.18978102189781,3.0,3.0
11121,1986.0,The Manhattan Project,117 min,movie,6.2,"5,227",3.548502139800285,4.0,4.0
11122,1963.0,Fun in Acapulco,97 min,movie,5.9,"2,689",3.6062111801242236,4.0,3.0
11123,2004.0,Thunderbirds,95 min,movie,4.2,"12,777",2.9421715184893786,3.0,3.0
11124,1977.0,21 Up,100 min,movie,8.2,"2,318",4.00744248985115,4.0,4.0
11125,1975.0,The Jeffersons: Season 1,,,,,3.700636942675159,4.0,5.0
11126,2000.0,Oz: Season 4,,,,,4.287166038354368,5.0,5.0
11127,1998.0,Woo,84 min,movie,4.0,"1,738",2.739021329987453,3.0,3.0
11128,1976.0,New Fist of Fury,114 min,movie,5.6,"1,274",2.8486238532110093,3.0,3.0
11129,1987.0,Celebrating Bird: The Triumph of Charlie Parker,,,,,3.316901408450704,3.0,3.0
11130,1980.0,Can't Stop the Music,124 min,movie,4.1,"3,471",2.373695198329854,2.0,1.0
11131,2004.0,Father of the Pride: The Complete Series,,,,,3.3874538745387452,4.0,4.0
11132,2003.0,The Texas Chainsaw Massacre,98 min,movie,6.2,"126,419",3.2851016518424396,3.0,3.0
11133,1995.0,Top Fighter,100 min,movie,6.6,119,2.9313725490196076,3.0,3.0
11134,2005.0,Diary of a Mad Black Woman,116 min,movie,5.7,"13,251",3.676827073082923,4.0,5.0
11135,1999.0,Dragon Tales: Adventures in Dragon Land,,,,,3.2935528120713307,3.0,4.0
11136,2000.0,Deeply,101 min,movie,5.9,"1,609",2.9467723669309174,3.0,3.0
11137,1996.0,Bogus,110 min,movie,5.4,"5,948",3.185185185185185,3.0,3.0
11138,1999.0,Spanish: Part 1: The Standard Deviants,,,,,2.8753799392097266,3.0,3.0
11139,1992.0,Passenger 57,84 min,movie,5.9,"43,443",3.434237394627991,3.0,3.0
11140,2000.0,Peter Pan,105 min,movie,7.2,507,3.3806626098715347,3.0,3.0
11141,1971.0,The Last Picture Show,118 min,movie,8.0,"39,375",3.689651072935862,4.0,4.0
11142,1991.0,The Casebook of Sherlock Holmes,,,,,4.056102362204724,4.0,5.0
11143,1989.0,Portrait of Ireland,,,,,2.7339449541284404,3.0,3.0
11144,1983.0,The Wind in the Willows,79 min,movie,7.7,"1,259",3.0141509433962264,3.0,3.0
11145,2005.0,Viruddh,132 min,movie,7.1,"1,820",3.3828125,4.0,4.0
11146,1996.0,Menno's Mind,,,,,2.1824817518248176,2.0,2.0
11147,1977.0,Short Eyes,100 min,movie,7.0,"1,008",2.6766467065868262,3.0,3.0
11148,1996.0,The Land Before Time IV: Journey Through the Mists,74 min,movie,5.8,"4,500",4.2,4.0,4.0
11149,2002.0,Maid in Manhattan,105 min,movie,5.3,"81,838",3.1451246444970526,3.0,3.0
11150,1984.0,Faerie Tale Theatre: Aladdin and His Wonderful Lamp,,,,,2.8181818181818183,3.0,3.0
11151,1997.0,Kicked in the Head,87 min,movie,3.7,841,2.267605633802817,2.0,2.0
11152,1998.0,American History X,119 min,movie,8.5,"994,239",4.191595228956086,4.0,5.0
11153,1977.0,Jesus of Nazareth,382 min,series,8.5,"18,560",3.8767517067912323,4.0,4.0
11154,2000.0,Greatest Moments in Super Bowl History,,,,,3.026666666666667,3.0,3.0
11155,2000.0,UFC Hits: Ultimate Fighting Championship,,,,,3.5146009085009733,4.0,4.0
11156,1976.0,Emanuelle in America,,,,,2.6575916230366494,3.0,3.0
11157,2003.0,WWE: Trish Stratus: 100% Stratusfaction Guaranteed,,,,,3.647727272727273,4.0,5.0
