"COUNTRY","Country","AGE","Age","ISC11_LEVEL_CAT","Education level and programe orientation ","INDICATOR","Indicator","SEX","Sex","INTENSITY","Intensity","YEAR","Year","Value","Flag Codes","Flags"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",,"M","Missing value; data cannot exist"
"MEX","Mexico","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",100,,
"MEX","Mexico","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",100,,
"MEX","Mexico","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",100,,
"MEX","Mexico","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",100,,
"MEX","Mexico","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",100,,
"FRA","France","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",0,,
"FRA","France","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",0,,
"FRA","France","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",0,,
"FRA","France","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",0,,
"FRA","France","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",0,,
"TUR","Turkey","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",,"z","Not applicable"
"TUR","Turkey","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",,"z","Not applicable"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",,"M","Missing value; data cannot exist"
"BRA","Brazil","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",,"M","Missing value; data cannot exist"
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",41.597,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",41.852,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",41.741,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",41.455,,
"NZL","New Zealand","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",41.688,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",35.317,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",35.221,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",35.479,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",35.623,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",35.64,,
"RUS","Russia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",47.755,,
"RUS","Russia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",46.545,,
"RUS","Russia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",43.742,,
"RUS","Russia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",42.651,,
"RUS","Russia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",38.629,,
"NOR","Norway","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2013","2013",33.773,,
"NOR","Norway","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2014","2014",34.889,,
"NOR","Norway","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2015","2015",32.033,,
"NOR","Norway","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2016","2016",34.096,,
"NOR","Norway","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","PT","Part-time","2017","2017",32.777,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2013","2013",34.389,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2014","2014",34.089,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2015","2015",32.363,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2016","2016",31.896,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2017","2017",31.223,,
"SVN","Slovenia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",78.045,,
"SVN","Slovenia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",80.004,,
"SVN","Slovenia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",81.482,,
"SVN","Slovenia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",81.206,,
"SVN","Slovenia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",79.654,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",64.683,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",64.779,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",64.521,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",64.377,,
"USA","United States","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2017","2017",64.36,,
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",,"x","Data included in another category"
"SAU","Saudi Arabia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",,"x","Data included in another category"
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",14.026,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",14.044,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",13.761,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",13.236,,
"ISR","Israel","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",12.806,,
"ESP","Spain","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",73.306,,
"ESP","Spain","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",73.873,,
"ESP","Spain","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",74.02,,
"ESP","Spain","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",74.447,,
"ESP","Spain","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",75.513,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",68.643,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",69.346,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",70.779,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",71.142,,
"HUN","Hungary","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",71.619,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2013","2013",27.328,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2014","2014",27.222,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2015","2015",26.879,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2016","2016",26.747,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2017","2017",27.622,,
"ISL","Iceland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",69.669,,
"ISL","Iceland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",61.016,,
"ISL","Iceland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",72.11,,
"ISL","Iceland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",68.287,,
"ISL","Iceland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",68.201,,
"ARG","Argentina","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2013","2013",,"x","Data included in another category"
"ARG","Argentina","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2014","2014",,"x","Data included in another category"
"ARG","Argentina","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2015","2015",,"x","Data included in another category"
"ARG","Argentina","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","M","Men","FT","Full-time","2016","2016",,"M","Missing value; data cannot exist"
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",87.093,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",86.951,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",87.185,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",89.707,,
"EST","Estonia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",91.545,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2013","2013",39.927,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2014","2014",39.496,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2015","2015",38.378,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2016","2016",34.962,,
"FIN","Finland","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","PT","Part-time","2017","2017",33.224,,
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",,"x","Data included in another category"
"CHN","China (People's Republic of)","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",,"x","Data included in another category"
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",72.675,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",72.618,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",72.836,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",73.08,,
"LVA","Latvia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",72.696,,
"ITA","Italy","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2013","2013",100,,
"ITA","Italy","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2014","2014",100,,
"ITA","Italy","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2015","2015",100,,
"ITA","Italy","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2016","2016",100,,
"ITA","Italy","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","FT","Full-time","2017","2017",100,,
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2013","2013",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2014","2014",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2015","2015",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2016","2016",,"M","Missing value; data cannot exist"
"KOR","Korea","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","T","Total","PT","Part-time","2017","2017",,"M","Missing value; data cannot exist"
"AUS","Australia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2013","2013",64.874,,
"AUS","Australia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2014","2014",65.286,,
"AUS","Australia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2015","2015",54.299,,
"AUS","Australia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2016","2016",56.252,,
"AUS","Australia","T","Total: All age groups","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","ENRL_SHARE_GENDER-INTENSITY","Share of students by gender and intensity ","F","Women","FT","Full-time","2017","2017",59.92,,
