id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365
21592694,"Private Peaceful room in Flushing/Auburndale, NY",157040162,Adriana,Queens,Flushing,40.75456,-73.80417,Private room,48,1,37,2019-06-30,2.19,39
21593310,"STEPS TO LGA, near CITIFIELD, JFK MANHATTAN(RM #2)",156948703,Asad,Queens,East Elmhurst,40.77046,-73.87335999999999,Private room,60,1,257,2019-07-06,12.54,351
21594210,It's a Beautiful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,48,1,114,2019-07-02,5.65,235
21596559,佳源家庭旅馆,157067019,Ada,Queens,Flushing,40.76498,-73.82904,Private room,55,1,34,2019-07-07,1.73,78
21598186,2 Bedroom Private Space Near Subway,130797315,Aidana,Queens,Richmond Hill,40.702690000000004,-73.82653,Entire home/apt,40,2,30,2019-06-24,1.47,44
21602731,Spacious 1 bedroom Apartment w/ 2 beds,138154835,Kay,Bronx,Edenwald,40.89215,-73.83351,Entire home/apt,75,3,50,2019-06-17,3.02,148
21607905,Lenox Suit Hotel Themed Studio,81908583,Kasey,Manhattan,Harlem,40.81865,-73.93684,Entire home/apt,80,1,89,2019-06-21,4.44,47
21609205,It's Always Sunny in Bed-Stuy!,19536596,Andrew,Brooklyn,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,1,106,2019-07-01,5.26,243
21609424,"Cozy private room Astoria 10min to LGA, Manhattan",153836844,Tony,Queens,Astoria,40.76818,-73.9278,Private room,40,1,134,2019-07-07,6.64,343
21609701,*Beautiful 2BR*Flatiron*Best Location*Near Subway*,26529889,Muni,Manhattan,Midtown,40.74172,-73.98343,Entire home/apt,379,4,63,2019-05-25,3.17,238
21610946,Cozy Light-Filled Prospect Heights Apartment,39255079,Amy,Brooklyn,Prospect Heights,40.67411,-73.96531999999999,Private room,62,1,55,2019-07-01,2.76,63
21618858,Bushwick Private entrance Duplex apt skyline view,2023993,Kelly,Brooklyn,Bushwick,40.70239,-73.92931,Private room,65,1,35,2019-07-06,1.8,52
21619569,Modern 3BR/2Bath Home 10 mins From JFK,157275347,Sydney,Queens,Jamaica,40.68054,-73.76711999999999,Entire home/apt,128,1,141,2019-06-30,7.24,164
21621926,Cozy in NYC. 10 mins to LGA /15 to Manhattan,157295347,Ana,Queens,Woodside,40.74485,-73.9054,Private room,40,1,22,2019-03-15,1.12,332
21625502,Bed-Stuy Apt for Groups,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,40.693740000000005,-73.95640999999999,Entire home/apt,265,4,22,2019-06-12,1.49,309
21627791,Bright & Inspiring Experience,122374980,Matt,Manhattan,Upper West Side,40.78481,-73.97648000000001,Shared room,60,1,73,2019-05-24,3.65,88
21628066,Cozy & Inspiring Experience,122374980,Matt,Manhattan,Upper West Side,40.78617,-73.97663,Shared room,60,1,67,2019-06-23,3.31,81
21629318,Studio Suite in Shared Space,5132258,Jessica,Manhattan,Harlem,40.82587,-73.95102,Private room,80,2,33,2019-05-30,1.74,65
21630372,Beautiful and confortable room,109146538,Marisol,Queens,Jackson Heights,40.75184,-73.88722,Private room,60,1,46,2019-07-01,2.29,30
21632527,Brooklyn NYC,157401742,John,Brooklyn,Bedford-Stuyvesant,40.69059,-73.92837,Private room,64,2,30,2019-06-27,1.62,94
21633212,NYC Garden Escape (2 min to subway),155938307,John,Manhattan,Harlem,40.81264,-73.94601999999999,Entire home/apt,225,2,55,2019-06-16,3.5,133
21633295,The Pop! Art Penthouse: safe/quiet/family-friendly,155403600,Matt Ryan,Manhattan,Harlem,40.81296,-73.94625,Entire home/apt,265,2,76,2019-06-28,4.07,147
21633327,Times Square 2BD 1st Floor,70412965,Sam S.,Manhattan,Hell's Kitchen,40.763709999999996,-73.99346,Entire home/apt,200,2,9,2019-06-13,2.7,140
21634979,Lower East Side Entire Floor Big Bright & Spacious,32203986,Kym,Manhattan,Lower East Side,40.71389,-73.98239000000001,Entire home/apt,400,3,8,2019-06-09,1.1,91
21635125,Newly Renovated One Bedroom Apartment,93487618,David,Brooklyn,Dyker Heights,40.62547,-74.00647,Entire home/apt,90,1,50,2019-05-12,2.48,287
21635457,"Entire 2 Bdrm Duplex Bushwick Brooklyn, Sleeps 6",157430725,Fiona,Brooklyn,Bushwick,40.6994,-73.93366999999999,Entire home/apt,120,1,94,2019-07-03,5.03,240
21636897,Hazel’s Place,157446306,Efe,Brooklyn,Canarsie,40.62834,-73.90505999999999,Private room,70,2,37,2019-07-08,2.19,67
21638538,Spacious Private bedroom & private bathroom,130201799,Karma,Manhattan,SoHo,40.7244,-73.99884,Private room,169,3,31,2019-06-30,1.54,69
21640455,Spacious bedroom away from home,157481445,Jeanette,Manhattan,Washington Heights,40.83878,-73.94731,Private room,75,2,78,2019-06-30,3.9,230
21642393,Lovely two bedroom apartment in Manhattan NYC,151454628,Danilo,Manhattan,Washington Heights,40.84482,-73.94029,Entire home/apt,139,2,85,2019-06-21,4.21,125
21642995,Lofted Bed in Queer Co-Living Space for Men,34614054,Marco,Brooklyn,Greenpoint,40.72483,-73.9437,Shared room,38,1,32,2019-06-16,1.6,346
21644783,Cozy Room in the heart of Bushwick,26738513,Malachi,Brooklyn,Bushwick,40.6929,-73.91681,Private room,32,3,25,2019-05-21,1.62,90
21646774,"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM #4)",156948703,Asad,Queens,East Elmhurst,40.76918,-73.8719,Private room,55,1,208,2019-07-06,10.28,352
21651023,Private room two blocks from Times Square.,38530455,Aleksey,Manhattan,Hell's Kitchen,40.76291,-73.98976,Private room,105,1,135,2019-07-01,6.78,68
21660214,纽约森林小丘简约文艺客舍,22675680,Cecilia,Queens,Forest Hills,40.71825,-73.83502,Shared room,60,1,68,2019-04-05,3.62,125
21662950,Charming 2bedroom Apartment in the Lower East Side,152639417,Laura,Manhattan,Chinatown,40.71537,-73.99119,Entire home/apt,250,4,32,2019-06-11,1.71,188
21664152,"Bright, Clean & Cozy 1 BR close to all services..",124409689,Donalda,Brooklyn,Bedford-Stuyvesant,40.68423,-73.9526,Entire home/apt,110,4,38,2019-06-26,1.91,309
21664702,Room with charming private rooftop in Williamsburg,89337192,Matteo,Brooklyn,Williamsburg,40.71035,-73.94774,Private room,95,3,43,2019-06-16,2.54,59
21667733,A room with a view,28369674,Ramond,Brooklyn,Williamsburg,40.70551,-73.93454,Private room,67,3,33,2019-05-23,1.66,127
21677335,Comfy Crash Pad - 25 mins to Manhattan,28290772,Anushua,Queens,Astoria,40.76848,-73.90768,Private room,43,2,42,2019-06-14,2.09,340
21678477,Trendy Williamsburg House with Private Studio,39472888,Sarah,Brooklyn,Williamsburg,40.71369,-73.93669,Private room,100,5,41,2018-10-13,2.11,125
21680413,XL Private Room In Brooklyn,4934112,Liane,Brooklyn,Crown Heights,40.66451,-73.93236999999999,Private room,46,1,49,2019-05-25,2.51,81
21683372,Beautiful apartment in great Harlem neighborhood,81928702,K.C.,Manhattan,Harlem,40.82645,-73.94457,Entire home/apt,125,3,23,2019-05-31,1.18,166
21692066,South Brooklyn Artist / Student Studio Retreat,66386802,Andrew,Brooklyn,Bensonhurst,40.61097,-73.9983,Private room,78,1,21,2019-04-14,1.52,30
21694908,Charming 1875 Victorian,801975,Elizabeth And Timothee,Brooklyn,Crown Heights,40.677640000000004,-73.94493,Entire home/apt,175,3,38,2019-05-28,1.93,357
21698446,Private Room In Manhattan!,32798079,Mike & Kevin,Manhattan,Harlem,40.81691,-73.93735,Private room,98,2,94,2019-07-03,4.65,117
21699294,"2017 BUILDING, NEW LOFT, 5 MIN SUB TO MANHATAN",157967816,Analia,Brooklyn,Greenpoint,40.72207,-73.94226,Private room,70,1,82,2019-06-22,4.12,43
21701695,Lovely Private Room with Balcony in New York,96346005,Yamile,Manhattan,Upper West Side,40.77268,-73.98933000000001,Private room,135,3,69,2019-06-25,3.47,70
21703548,Fantastic Room near Central Park and Lincoln Cente,96346005,Yamile,Manhattan,Upper West Side,40.77559,-73.98748,Private room,126,3,77,2019-06-20,3.98,45
21703746,Urban Oasis in Sunnyside Gardens,839657,Mark,Queens,Sunnyside,40.74706,-73.91830999999999,Private room,70,2,35,2019-06-10,1.8,306
21709891,Cozy room in Hamilton Hights R2,158054102,Beverly,Manhattan,Harlem,40.83233,-73.94561999999999,Private room,47,2,66,2019-07-06,3.28,49
21710003,Garden 1-Bedroom Apartment in Greenpoint,848748,Sarah,Brooklyn,Greenpoint,40.72365,-73.95188,Entire home/apt,200,3,30,2019-06-17,1.52,101
21711085,Chill modern garden apartment in Crown Heights,135204393,Robert,Brooklyn,Crown Heights,40.67034,-73.92777,Entire home/apt,90,2,31,2019-06-30,1.63,45
21711690,Cozy room in Hamilton Hights R1,158054102,Beverly,Manhattan,Harlem,40.83139,-73.94672,Private room,47,2,68,2019-07-06,3.38,49
21711746,Renovated private apartment close to subway train,26809413,Ekta,Brooklyn,Flatbush,40.64658,-73.96909000000001,Entire home/apt,95,2,27,2019-06-24,1.46,167
21713495,"UWS - Cozy, Artsy 1 Bedroom",16240062,Chryssie,Manhattan,Upper West Side,40.79951,-73.96436,Entire home/apt,175,1,37,2019-07-05,1.93,176
21714930,"Entire Home for 8 Guests, Fully Equipped",157826237,Jerry,Queens,Flushing,40.75314,-73.81964,Entire home/apt,245,3,50,2019-06-30,2.51,40
21715655,Studio Flat in Williamsburg  Ny  2/4 Guest,86077156,Franco,Brooklyn,Williamsburg,40.708870000000005,-73.95591,Entire home/apt,125,2,71,2019-06-23,3.92,83
21718529,Sunny room in Bushwick loft with skyline views,2793254,Johnny,Brooklyn,Bushwick,40.70466,-73.92043000000001,Private room,100,3,26,2019-06-29,1.7,170
21722921,Bright & Spacious Bedroom in Greenpoint Apartment,9306976,Aaron,Brooklyn,Greenpoint,40.733990000000006,-73.95541999999999,Private room,60,2,35,2019-06-20,2.41,85
21726358,Crown Heights Guest House B,74541079,Abraham,Brooklyn,Crown Heights,40.66894,-73.93649,Entire home/apt,59,4,34,2019-06-29,2.13,49
21726826,Prime Williamsburg. Bright  room steps from train,66835858,Alejandra,Brooklyn,Williamsburg,40.71504,-73.95394,Private room,60,3,30,2019-05-28,1.53,42
21728589,Cozy private apartment in the heart of Bed-Stuy.,158219768,Lorraine,Brooklyn,Bedford-Stuyvesant,40.68476,-73.92961,Entire home/apt,100,2,73,2019-07-02,3.72,140
21728670,Private 1BR w/ Full-sized Bed. Great Location!,158222655,Adam,Brooklyn,Williamsburg,40.71901,-73.9571,Private room,100,1,69,2019-06-20,3.55,85
21730735,"Steps to LGA, near CitiField, JFK,Manhattan (RM#1)",156948703,Asad,Queens,East Elmhurst,40.770559999999996,-73.87191,Private room,52,1,207,2019-07-03,10.38,325
21732716,Small Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,40.6602,-73.98244,Private room,42,1,88,2019-06-24,4.44,248
21733545,++A Global Beat hideaway Room in Manhattan,3464645,Sybilla Michelle,Manhattan,Hell's Kitchen,40.75575,-73.99374,Private room,175,2,44,2019-06-30,2.26,133
21738018,"2 Blocks from Times Square, Centrally Located!",158324654,Astor,Manhattan,Hell's Kitchen,40.76123,-73.99022,Entire home/apt,185,1,176,2019-06-24,8.92,252
21739264,423 ocean parkway,158338077,Muhammad,Brooklyn,Kensington,40.63929,-73.9718,Private room,67,1,29,2019-06-16,1.79,143
21739781,Vic's Cafe Deluxe,45044964,Victor,Queens,Queens Village,40.72417,-73.76053,Private room,65,1,15,2019-05-12,1.14,349
21739805,*Boogie Down Private and comfortable stay*,158344372,Rashida,Bronx,Wakefield,40.88688,-73.84789,Private room,70,2,5,2019-05-19,1.16,365
21740615,"Master room Close to NYU Langone H/Metro N,R line",105640471,Jason,Brooklyn,Sunset Park,40.638529999999996,-74.01628000000001,Private room,51,1,21,2019-05-31,1.08,130
21745018,AMAZING 2 BEDROOM private apt in Williamsburg,158399244,Ted,Brooklyn,Williamsburg,40.709920000000004,-73.95064,Entire home/apt,175,1,92,2019-06-19,4.85,138
21752839,Huge Park Slope Loft & Private Garden near Subway,82706379,Julia & Estuardo,Brooklyn,Park Slope,40.67471,-73.98274,Entire home/apt,195,3,47,2019-06-24,2.39,55
21753773,oasis 2,156505456,John,Brooklyn,East New York,40.66114,-73.88889,Private room,30,3,28,2019-05-28,1.43,90
21754827,oasis 3,156505456,John,Brooklyn,East New York,40.66098,-73.88828000000001,Private room,45,3,29,2019-06-23,1.57,90
21755710,Your comfy abode in Brooklyn,15811194,Gerry,Brooklyn,Brownsville,40.67322,-73.91018000000001,Private room,49,3,30,2019-05-20,1.62,62
21769638,Bohemian chic Brooklyn floor thru,82119233,Jenny,Brooklyn,Bedford-Stuyvesant,40.69395,-73.95232,Entire home/apt,135,3,46,2019-06-30,2.36,255
21769981,Private room w/ bathroom near Prospect Park,157262166,Sweden,Brooklyn,Prospect-Lefferts Gardens,40.656620000000004,-73.95344,Private room,59,2,102,2019-07-07,5.2,347
21770277,"Private Bedroom in Artsy Airbnb: Room ""L""",157262166,Sweden,Brooklyn,Prospect-Lefferts Gardens,40.65848,-73.952,Private room,65,2,99,2019-06-20,5.03,334
21772083,Comfortable 1 Bedroom Apartment,26744799,Chris,Brooklyn,Bath Beach,40.60674,-74.00428000000001,Entire home/apt,99,3,39,2019-07-01,2.37,306
21780915,Beautiful Sunny Private Room #1 in Brooklyn,108618132,Elizabeth,Brooklyn,Bensonhurst,40.61497,-74.00531,Private room,65,2,30,2019-06-25,1.55,305
21781507,Spacious Apt near UN Plaza 2 Queen size bed for 5,158710682,Cedar,Manhattan,Midtown,40.7548,-73.96966,Entire home/apt,193,2,75,2019-06-28,3.84,105
21781515,Garden Apartment in the Heart of Greenpoint,35020019,Michael,Brooklyn,Greenpoint,40.72513,-73.94829,Private room,110,2,21,2019-06-24,1.37,336
21782158,Beautiful Sunny Private Room #3 in Brooklyn,108618132,Elizabeth,Brooklyn,Bensonhurst,40.61466,-74.00504000000001,Private room,70,2,24,2019-06-02,1.22,315
21783251,Separate 2 Bedroom Apartment located inside Loft.,158725307,Greg,Manhattan,NoHo,40.72909,-73.99125,Entire home/apt,200,2,81,2019-06-21,4.24,194
21784156,East Village Penthouse - Private Bedroom,16866,Nicholas,Manhattan,East Village,40.7301,-73.98239000000001,Private room,135,3,32,2019-06-19,1.7,76
21785354,Cozy room in tranquil home in great neighborhood.,1406432,Mary,Brooklyn,Prospect Heights,40.67471,-73.96408000000001,Private room,60,3,62,2019-06-09,3.11,49
21786958,Slice of Heaven @ 811,105130665,Sharon,Brooklyn,Crown Heights,40.6703,-73.94181999999999,Entire home/apt,250,3,44,2019-07-04,2.33,52
21794374,@the heart Of Queens. 20Mins 2 Downtown.nearall.B,60291768,Kim,Queens,Elmhurst,40.73914,-73.87116,Entire home/apt,99,4,42,2019-06-16,2.17,64
21797928,Charming Ditmas Park Air B&B,6335178,Paula,Brooklyn,Flatbush,40.63146,-73.96226999999999,Entire home/apt,95,3,24,2019-06-06,1.25,277
21798722,Private Studio in Queens Blvd /Min 2guest perstay,153141476,Franz,Queens,Briarwood,40.70593,-73.81468000000001,Entire home/apt,50,1,47,2019-06-01,2.38,40
21802458,Charming loft-style apartment with private balcony,59281169,Nicole,Manhattan,Greenwich Village,40.73449,-73.99299,Entire home/apt,300,1,29,2019-06-22,1.46,39
21802684,30+Day Stay: Designer Home with Skylight & Rooftop,137522531,Ali,Queens,Flushing,40.75759,-73.80815,Entire home/apt,228,5,50,2019-06-07,2.63,178
21804600,The garden apartment,158781381,Samuel,Brooklyn,East New York,40.662040000000005,-73.88946,Entire home/apt,90,2,54,2019-06-25,2.84,255
21805468,ELEGANT BROOKLYN GARDEN STUDIO,158925455,Marlene,Brooklyn,East Flatbush,40.63794,-73.93125,Entire home/apt,60,2,46,2019-07-02,2.34,300
21811663,Private Cozy Studio Suite,15544818,Janice,Bronx,Pelham Gardens,40.86264,-73.84854,Entire home/apt,62,2,61,2019-06-25,3.22,68
21812347,Large 3BR/2BA Designers Apt in the Gallery Area,1155050,Umar,Manhattan,Chinatown,40.715720000000005,-73.99114,Entire home/apt,299,2,80,2019-07-06,4.01,199
21817889,LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS,158764663,Daphne & Jonathan,Brooklyn,Crown Heights,40.66505,-73.93875,Entire home/apt,275,2,78,2019-06-11,4.06,325
21822619,THE HUGH SUITES 3mins to JFK,1280731,Hugh,Queens,Springfield Gardens,40.66578,-73.77301,Entire home/apt,80,1,214,2019-06-23,10.86,307
21822750,*AWESOME PLACE*2 MIN SUBWAY!,159020652,JoaoLinda,Brooklyn,Bushwick,40.68235,-73.90381,Private room,48,2,58,2019-06-30,3.04,349
21824124,Boutique Gowanus Queen Studio,159091490,Melissa,Brooklyn,Gowanus,40.6786,-73.98380999999999,Private room,139,1,82,2019-07-07,4.16,355
21825573,Beautiful Brooklyn studio,72926334,Iquane,Brooklyn,Bedford-Stuyvesant,40.68437,-73.93132,Entire home/apt,79,1,65,2019-06-17,3.78,92
21825923,"Beautiful, Lovely W. Village Room for Females!",93705483,Andrea,Manhattan,West Village,40.73158,-74.00151,Private room,138,2,92,2019-06-24,4.65,60
21827363,"BUSINESS OR SINGLE TRAVELLER BEDROOM, BEST IN NYC!",69124870,Ana Y Victor,Brooklyn,Williamsburg,40.708009999999994,-73.95902,Private room,400,1,23,2019-06-18,1.36,77
21834484,Contemporary 3 Bedroom in Maspeth Queens,59749036,Lee,Queens,Maspeth,40.72609,-73.90111999999999,Entire home/apt,245,2,93,2019-06-18,4.79,201
21837063,Sunny Escape in Victorian Beverley Square West,122045009,Jeff,Brooklyn,Flatbush,40.6416,-73.96905,Private room,105,1,73,2019-06-06,3.95,139
21839021,Bushwick private 10 foot ceiling dwelling,131476075,Lakisha,Brooklyn,Bushwick,40.686370000000004,-73.91159,Private room,53,2,19,2019-01-02,1.03,177
21844040,Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt,140433148,Lauren,Brooklyn,Bushwick,40.69634,-73.91323,Shared room,43,3,32,2019-06-16,1.86,104
21844221,Charming & Cozy 1BR in Park Slope w/Outdoor Space,130623170,Aj,Brooklyn,Park Slope,40.680009999999996,-73.97603000000001,Entire home/apt,200,3,27,2019-06-24,2.67,336
21845780,Sky Cabin in Hell’s Kitchen! Steps to Times Square,5067783,Patrick,Manhattan,Hell's Kitchen,40.765640000000005,-73.99118,Private room,125,1,53,2019-06-21,3.0,42
21848241,Artsy and charming retreat in Lefferts Garden,41911368,Katie,Brooklyn,Prospect-Lefferts Gardens,40.65684,-73.96042,Private room,95,1,48,2019-06-23,2.63,77
21850427,Bright Private Room in Brooklyn,6186498,Heeran,Queens,Ridgewood,40.699459999999995,-73.90833,Private room,60,2,81,2019-07-05,4.1,34
21850834,Modern Touch.,159369488,Tara,Queens,Arverne,40.59686,-73.80261999999999,Entire home/apt,200,2,18,2019-07-06,1.3,202
21851368,"Trendy, Chill & Comfy in Manhattan NYC",153025974,Kelsy,Manhattan,Washington Heights,40.84182,-73.93898,Entire home/apt,130,3,25,2019-06-22,1.36,155
21851586,Experiencing NYC with Comforts of Home,158757567,Felix,Brooklyn,Park Slope,40.6749,-73.97593,Entire home/apt,400,3,42,2019-06-18,2.22,46
21852211,BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!,33658455,Alex,Manhattan,West Village,40.73642,-73.9992,Entire home/apt,345,3,61,2019-07-01,3.17,150
21852332,*Spacious NYC gem* Direct train to central sights!,18554823,Agnes,Manhattan,Marble Hill,40.87634,-73.90948,Entire home/apt,110,1,85,2019-06-26,4.4,52
21853347,Suite Too at Bryant Manor,67069129,Kevin,Manhattan,Harlem,40.80934,-73.95456999999999,Entire home/apt,265,2,65,2019-07-02,3.34,257
21859466,Luxurious sunny loft in the heart of Williamsburg,11844979,V,Brooklyn,Williamsburg,40.717690000000005,-73.96339,Entire home/apt,300,3,20,2019-06-09,1.04,318
21859658,"Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn",3094754,Numi,Brooklyn,Sunset Park,40.65602,-74.00509,Entire home/apt,259,2,25,2019-06-17,1.3,355
21862155,Kingsize bedroom in Harlem brownstone,8637211,Judie And Steven,Manhattan,Harlem,40.81919,-73.94554000000001,Private room,89,1,105,2019-07-01,5.33,84
21864653,Cozy Room for Rent in South Slope,33435096,Francesca,Brooklyn,Sunset Park,40.6588,-73.99096999999999,Private room,50,2,44,2019-06-28,2.29,298
21865637,Maple Place,159494837,Hongye,Queens,Far Rockaway,40.59722,-73.75936999999999,Private room,68,1,66,2019-07-02,3.54,51
21869051,Comfy Apt in NYC Brownstone,97243693,Joyce,Manhattan,Murray Hill,40.74812,-73.97663,Entire home/apt,150,3,57,2019-07-01,3.07,49
21869057,Spacious 2-bedroom Apt in Heart of Greenpoint,11967922,Vishanti & Jeremy,Brooklyn,Greenpoint,40.72421,-73.95364000000001,Entire home/apt,10,1,93,2019-07-01,4.73,32
21869409,A Suite Stay,157842225,Tara,Manhattan,East Harlem,40.79999,-73.94233,Entire home/apt,250,3,62,2019-06-29,3.23,82
21871576,Prime location: abundant stores & transportation!,131993395,Shirley,Brooklyn,Flatlands,40.62857,-73.94071,Entire home/apt,160,2,53,2019-06-22,2.83,230
21877805,New & LEGAL 3BRs/2Bath/Parking near Subway & JFK,159592932,Alexandra,Brooklyn,East New York,40.66769,-73.88421,Entire home/apt,159,4,50,2019-06-20,2.57,89
21880038,WeLive Wall Street -- 4 Bedroom,159610596,WeWork,Manhattan,Financial District,40.70458,-74.00755,Entire home/apt,425,1,127,2019-07-06,6.68,253
21883990,WeLive Wall Street -- 2  Bedroom,159610596,WeWork,Manhattan,Financial District,40.7059,-74.00604,Private room,225,1,42,2019-07-05,2.18,290
21884206,WeLive Wall Street -- Studio Apartment,159610596,WeWork,Manhattan,Financial District,40.70426,-74.00711,Entire home/apt,215,1,152,2019-07-03,7.9,339
21885677,Cozy apt near Bloomingdales and Central Park.,70055156,Yngridd,Manhattan,Midtown,40.75893,-73.9636,Entire home/apt,200,1,77,2019-06-19,4.03,268
21896537,Private Williamsburg apartment,50072658,Besnik,Brooklyn,Williamsburg,40.712109999999996,-73.94058000000001,Entire home/apt,79,1,168,2019-07-05,8.57,153
21899575,Beautiful 1 bd apartment in the heart of Brooklyn.,155812868,Milana,Brooklyn,Brighton Beach,40.57962,-73.96535,Entire home/apt,119,1,19,2019-07-04,1.02,135
21899939,Alluring Two- Bedroom in Highland Park,4089207,Mondell,Brooklyn,Cypress Hills,40.67842,-73.88768,Entire home/apt,155,3,64,2019-06-29,3.41,287
21901025,house on the hill with free parking in NYC!,1483578,Spiritchild,Staten Island,St. George,40.64537,-74.08381,Private room,100,2,77,2019-07-08,3.9,336
21907615,Design Furnished Queen Studio Room in Gowanus,159091490,Melissa,Brooklyn,Gowanus,40.67868,-73.98254,Private room,119,1,20,2019-06-23,1.02,354
21908265,Gowanus Boutique Inn & Yard Queen Room,159091490,Melissa,Brooklyn,Gowanus,40.67733,-73.98406999999999,Private room,119,1,26,2019-06-30,1.32,363
21913811,"Cooled Queens Apartment, NY. LGA Airport 5 min.",147095935,Adeel,Queens,Woodside,40.74496,-73.89534,Entire home/apt,99,1,118,2019-06-23,6.0,320
21914314,PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!,3440811,Marc,Manhattan,Hell's Kitchen,40.76062,-73.99297,Entire home/apt,85,3,28,2019-03-17,1.45,66
21915201,Soho 2 Bedroom Private Terrace,159903889,Patricia,Manhattan,SoHo,40.72067,-74.00024,Entire home/apt,400,4,42,2019-06-22,2.13,306
21922035,"Spacious, bright and beautiful 2 Br apartment.",2598844,Fabiana,Brooklyn,Bedford-Stuyvesant,40.690670000000004,-73.93916999999999,Entire home/apt,50,1,49,2019-07-05,2.65,47
21923996,Bright & Large Brownstone Beauty mins away frm NYC,39166877,Nancy,Brooklyn,Windsor Terrace,40.65028,-73.97771,Entire home/apt,165,3,37,2019-07-06,1.9,82
21927300,LGA Newly Renovated One Bedroom Apt.1,156952896,Haijiao,Queens,East Elmhurst,40.765370000000004,-73.87639,Entire home/apt,100,1,198,2019-07-05,10.15,156
21930306,10 mins/Airports JFK/LGA/Hosp/malls bus/train#2,126247863,Seeranie,Queens,Richmond Hill,40.68932,-73.82047,Private room,35,1,56,2019-07-04,3.0,359
21931508,BRIGHT & AIRY,19739033,Fifi,Manhattan,Harlem,40.81426,-73.95152,Private room,85,2,75,2019-06-13,3.93,121
21931979,Shineroom,159974287,Rasul,Queens,Flushing,40.76245,-73.8238,Private room,38,5,34,2019-06-08,1.82,353
21933969,Gowanus-Park Slope- Queen Studio Room,159091490,Melissa,Brooklyn,Gowanus,40.6784,-73.98447,Private room,129,1,32,2019-07-07,1.62,363
21934202,Sunny and Spacious Bedroom w/ Private Bathroom,16855791,Agus,Brooklyn,Williamsburg,40.7023,-73.9419,Private room,65,3,47,2019-06-25,2.47,238
21934465,Queen Studio In Park Slope - Gowanus Inn & Yard,159091490,Melissa,Brooklyn,Gowanus,40.67726,-73.9837,Private room,129,1,28,2019-06-30,1.44,362
21935569,Tiny (but comfy!) Private room Manhattan,43352661,Charles,Manhattan,Washington Heights,40.84344,-73.93921999999999,Private room,20,1,21,2019-06-20,1.1,291
21936033,LGA Newly Renovated Apt.2,156952896,Haijiao,Queens,East Elmhurst,40.76419,-73.87498000000001,Entire home/apt,120,1,118,2019-07-07,6.05,79
21942984,3 Bedroom Prime Park Slope 6th Ave/Barclays Center,157788926,Josh,Brooklyn,Park Slope,40.67913,-73.97476999999999,Entire home/apt,199,2,45,2019-06-09,2.34,302
21946495,Havemeyer mini Duplex in central Williamsburg,160194786,Patrick,Brooklyn,Williamsburg,40.71515,-73.95231,Entire home/apt,160,2,59,2019-06-17,3.28,81
21946665,Great One Bedroom Apartment - 20 mins from NYC,55184486,Amado,Brooklyn,Bushwick,40.68885,-73.91353000000001,Entire home/apt,149,1,74,2019-07-03,5.35,115
21947012,"Private Rm; JFK(10mins), LGA(15mins), Manh(30mins)",158625100,Vic,Queens,Richmond Hill,40.68683,-73.82743,Private room,75,1,25,2019-05-29,1.3,48
21947445,"Perfect, Private Garden Apartment (Prime Brooklyn)",34595916,Andrew,Brooklyn,South Slope,40.66794,-73.98638000000001,Entire home/apt,149,5,55,2019-06-27,3.03,235
21948571,Private & Comfortable Room in a quiet neighborhood,107953084,Ervita,Brooklyn,Prospect-Lefferts Gardens,40.6627,-73.95196,Private room,60,2,48,2019-06-25,2.55,276
21956264,Beautiful bed bed room,110346058,Shirley,Queens,Jamaica,40.6741,-73.79775,Private room,45,4,12,2019-06-10,2.03,291
21960659,Beautiful Huge Newly-Renovated Apt Great location.,21508828,Nguyen,Bronx,Kingsbridge,40.8739,-73.90364,Private room,69,1,31,2019-05-26,1.7,365
21963418,Big Studio at Grand Central Station area.,3368678,Jose,Manhattan,Midtown,40.752320000000005,-73.9689,Entire home/apt,210,3,21,2019-06-13,1.11,209
21966351,Stylish Queen Bed Room - Gowanus - Park Slope,159091490,Melissa,Brooklyn,Gowanus,40.6779,-73.98459,Private room,139,1,38,2019-07-07,2.85,337
21966432,Cozy Modern Studio,160369263,Luis,Brooklyn,Windsor Terrace,40.65325,-73.97868000000001,Entire home/apt,100,2,61,2019-07-05,3.17,337
21966592,True Brooklyn Experience Gowanus Inn Queen Bedroom,159091490,Melissa,Brooklyn,Gowanus,40.67727,-73.9838,Private room,139,1,46,2019-07-06,2.36,342
21966880,SunBathed WestVillage/Greenwich 1 bed apt,160374143,Jane,Manhattan,West Village,40.7349,-74.00618,Entire home/apt,245,2,42,2019-06-16,2.27,141
